solving instance uflp nldep holmberg 63 sqrt
Set parameter TokenServer to value "licences.gerad.lan"
Set parameter MIPGap to value 1e-06
Set parameter FuncPieceError to value 1e-06
Set parameter Threads to value 1
Set parameter FuncPieces to value -2
Set parameter TimeLimit to value 3600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "AlmaLinux 9.6 (Sage Margay)")

CPU model: Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 56 physical cores, 56 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3600
MIPGap  1e-06
Threads  1
FuncPieces  -2
FuncPieceError  1e-06

Optimize a model with 6290 rows, 6150 columns and 24150 nonzeros
Model fingerprint: 0xdff8b33a
Model has 30 function constraints treated as nonlinear
  30 POW
Variable types: 6120 continuous, 30 integer (30 binary)
Coefficient statistics:
  Matrix range     [2e-04, 1e+03]
  Objective range  [1e+00, 9e+02]
  Bounds range     [6e-13, 1e+10]
  RHS range        [1e+00, 1e+00]
Warning: Model contains large bounds
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.

User MIP start did not produce a new incumbent solution

Presolve removed 6060 rows and 90 columns
Presolve time: 0.01s
Presolved: 380 rows, 6061 columns, 12330 nonzeros
Presolved model has 30 nonlinear constraint(s)

Solving non-convex MINLP

Variable types: 6061 continuous, 0 integer (0 binary)

Root relaxation: objective 9.868654e+03, 60 iterations, 0.00 seconds (0.00 work units)
Another try with MIP start

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 9868.65405    0   30          - 9868.65405      -     -    0s
     0     0 9868.65405    0   30          - 9868.65405      -     -    0s
     0     2 9868.65405    0   30          - 9868.65405      -     -    0s
*  397   257             199    14295.649017 10095.2540  29.4%   2.7    0s
*  900   466             199    14294.138328 11500.1302  19.5%   2.3    2s
  1616   833 14275.7456   96   26 14294.1383 11521.3449  19.4%   1.9    5s
  3284  2279     cutoff  102      14294.1383 11765.5815  17.7%   1.6   10s
  4898  3613 14123.2581   77   20 14294.1383 11895.3642  16.8%   1.5   15s
  6524  4893     cutoff   90      14294.1383 11957.6099  16.3%   1.5   20s
  8156  6215 13880.1914   79   28 14294.1383 12007.3860  16.0%   1.5   25s
  9711  7390 12559.2022   45   27 14294.1383 12039.2985  15.8%   1.5   30s
 11230  8593 12639.4660   43   27 14294.1383 12049.0277  15.7%   1.5   35s
 12835  9842 12702.8672   51   27 14294.1383 12071.2002  15.6%   1.4   40s
*13527 10242             189    14280.167986 12073.7657  15.5%   1.4   41s
 112183 84072 14238.7633   79   23 14280.1680 12420.5318  13.0%   1.4  370s
 113587 85092 14206.1915   69   23 14280.1680 12422.8381  13.0%   1.4  375s
 115062 86185 13508.6014   57   25 14280.1680 12424.7854  13.0%   1.4  380s
 116499 87228 13733.3909   60   25 14280.1680 12427.5454  13.0%   1.4  385s
 117943 88264 13875.3684   79   26 14280.1680 12429.8009  13.0%   1.4  390s
 119476 89371 14184.2262   92   26 14280.1680 12430.8901  12.9%   1.4  395s
*119725 89420             186    14279.722188 12430.8901  12.9%   1.4  395s
 120892 90233     cutoff   76      14279.7222 12432.5453  12.9%   1.4  400s
 122363 91344 13766.9531   72   25 14279.7222 12434.6425  12.9%   1.4  405s
 123822 92375 13845.1961   70   26 14279.7222 12436.3738  12.9%   1.4  410s
 125261 93438 14069.8156   73   23 14279.7222 12438.0350  12.9%   1.4  415s
 126682 94455 14061.8256   85   25 14279.7222 12439.9579  12.9%   1.4  420s
 128159 95540 12981.8715   53   29 14279.7222 12441.3197  12.9%   1.4  425s
 129648 96631 14210.8378   64   24 14279.7222 12442.2000  12.9%   1.4  430s
 131121 97698 14035.8574   76   23 14279.7222 12444.5063  12.9%   1.4  435s
 132611 98806 12871.2338   51   28 14279.7222 12446.1700  12.8%   1.4  440s
 134084 99913 14004.1030   80   27 14279.7222 12448.0218  12.8%   1.4  445s
 135557 101024 13157.1188   53   27 14279.7222 12449.6302  12.8%   1.4  450s
 137030 102107 13137.6585   48   24 14279.7222 12451.9500  12.8%   1.4  455s
 138513 103216 13444.5955   45   25 14279.7222 12453.6460  12.8%   1.4  460s
 140010 104279 12761.0473   44   27 14279.7222 12455.5866  12.8%   1.4  465s
 141467 105348     cutoff   58      14279.7222 12456.8905  12.8%   1.4  470s
 142916 106445 13855.5685   54   24 14279.7222 12458.5060  12.8%   1.4  475s
 144428 107569 13590.3552   58   24 14279.7222 12460.1541  12.7%   1.4  480s
 145876 108621 13786.1550   45   21 14279.7222 12461.6428  12.7%   1.4  485s
 147364 109721 13484.0656   62   28 14279.7222 12462.9511  12.7%   1.4  490s
 148756 110737 13584.5086   63   25 14279.7222 12464.7812  12.7%   1.4  495s
 150224 111851 13885.2923   64   26 14279.7222 12466.2801  12.7%   1.4  500s
 151777 113034 13531.4007   59   24 14279.7222 12467.6311  12.7%   1.4  505s
 153211 114046 14132.0239   84   28 14279.7222 12469.7636  12.7%   1.4  510s
 154675 115084 12683.3670   50   27 14279.7222 12471.2031  12.7%   1.4  515s
 156126 116123 13976.8448   70   24 14279.7222 12472.6383  12.7%   1.4  520s
 157531 117132 13632.5009   60   26 14279.7222 12473.9895  12.6%   1.4  525s
 158930 118161 13971.6006   69   25 14279.7222 12475.7267  12.6%   1.4  530s
 160343 119190 14020.5823   62   25 14279.7222 12477.4393  12.6%   1.4  535s
 161796 120265 14148.4700   79   25 14279.7222 12478.8052  12.6%   1.4  540s
 163268 121375 13253.6959   49   24 14279.7222 12480.4456  12.6%   1.4  545s
 164705 122418 12866.7336   43   27 14279.7222 12481.9057  12.6%   1.4  550s
 166103 123436 13527.5348   62   26 14279.7222 12482.8604  12.6%   1.4  555s
 167532 124489     cutoff   73      14279.7222 12484.6270  12.6%   1.4  560s
 169006 125589 14227.2951   64   22 14279.7222 12485.5739  12.6%   1.4  565s
 170480 126669 12929.5719   42   26 14279.7222 12486.9213  12.6%   1.4  570s
 171905 127756 14174.1964   74   26 14279.7222 12488.4398  12.5%   1.4  575s
 173296 128765 12911.0024   59   27 14279.7222 12489.7468  12.5%   1.4  580s
 174703 129790 13360.1759   57   26 14279.7222 12490.7772  12.5%   1.4  585s
 176140 130851 14090.3226   83   22 14279.7222 12492.1103  12.5%   1.4  590s
 177492 131917 12620.8225   52   27 14279.7222 12493.0471  12.5%   1.4  595s
 178918 132929 13552.7299   52   25 14279.7222 12494.4945  12.5%   1.4  600s
 180368 134025 13674.4022   69   26 14279.7222 12495.3198  12.5%   1.4  605s
*181389 134185             195    14266.795340 12495.8354  12.4%   1.4  608s
 181933 134553 13720.4798   77   26 14266.7953 12496.3049  12.4%   1.4  610s
 183467 135685 13507.8748   62   26 14266.7953 12497.3229  12.4%   1.4  615s
 184896 136740     cutoff   73      14266.7953 12498.4933  12.4%   1.4  620s
 186285 137709 13710.1982   68   26 14266.7953 12499.2253  12.4%   1.4  625s
 187733 138773 13325.6732   61   26 14266.7953 12500.4741  12.4%   1.4  630s
 189258 139898 13983.6424   74   23 14266.7953 12501.8144  12.4%   1.4  635s
 190741 140977 14045.0399   76   25 14266.7953 12502.9842  12.4%   1.4  640s
 192183 142057 14188.9377   73   25 14266.7953 12504.0702  12.4%   1.4  645s
 193621 143027 13735.5751   60   24 14266.7953 12505.5566  12.3%   1.4  650s
 195055 144133 14025.5645   75   23 14266.7953 12506.6145  12.3%   1.4  655s
 196554 145194 13602.2528   65   24 14266.7953 12507.6823  12.3%   1.4  660s
 198045 146317 14220.5770   88   25 14266.7953 12509.5196  12.3%   1.4  665s
 199493 147309 12922.9696   49   26 14266.7953 12510.3812  12.3%   1.4  670s
 200944 148396 13432.9491   59   27 14266.7953 12511.4822  12.3%   1.4  675s
 202384 149490 14069.4732   60   23 14266.7953 12512.4979  12.3%   1.4  680s
 203798 150484 12630.8023   44   26 14266.7953 12513.8099  12.3%   1.4  685s
 205286 151510     cutoff   81      14266.7953 12514.7215  12.3%   1.4  690s
 206692 152632 14153.7024   79   22 14266.7953 12515.3696  12.3%   1.4  695s
 208098 153670 14206.1984   76   23 14266.7953 12516.3949  12.3%   1.4  700s
 209580 154808     cutoff   85      14266.7953 12517.3497  12.3%   1.4  705s
 210971 155823 14080.5137   72   27 14266.7953 12518.7396  12.3%   1.4  710s
 212429 156899 13371.3278   64   28 14266.7953 12519.7229  12.2%   1.4  715s
 213917 157941 13076.1799   52   26 14266.7953 12520.5635  12.2%   1.4  720s
 215304 158942 13772.8166   70   26 14266.7953 12521.2915  12.2%   1.4  725s
 216813 160009 13914.3409   72   26 14266.7953 12522.6570  12.2%   1.4  730s
 218312 161108 13560.7393   58   25 14266.7953 12524.2831  12.2%   1.4  735s
 219720 162114 14086.3329   78   25 14266.7953 12525.1021  12.2%   1.4  740s
 221183 163265 14024.8029   79   23 14266.7953 12525.9751  12.2%   1.4  745s
 222591 164173     cutoff   64      14266.7953 12526.7489  12.2%   1.4  750s
 224079 165271 13494.8529   66   26 14266.7953 12527.7328  12.2%   1.4  755s
 225547 166303 12840.2641   37   26 14266.7953 12528.8785  12.2%   1.4  760s
 226988 167370 13518.7416   58   27 14266.7953 12530.1780  12.2%   1.4  765s
 228448 168386 13282.6013   50   24 14266.7953 12531.2964  12.2%   1.4  770s
 229968 169542 13980.5970   57   23 14266.7953 12532.1187  12.2%   1.4  775s
 231421 170571     cutoff   82      14266.7953 12533.3491  12.2%   1.4  780s
 232879 171583 14250.4901   54   23 14266.7953 12534.5683  12.1%   1.4  785s
 234315 172607 14120.1047   78   25 14266.7953 12535.3550  12.1%   1.4  790s
 235698 173612 14099.4607   73   26 14266.7953 12536.4692  12.1%   1.4  795s
 237158 174672 14134.8476   72   23 14266.7953 12537.6225  12.1%   1.4  800s
 238679 175781 13665.4793   59   28 14266.7953 12538.8028  12.1%   1.4  805s
 240113 176831 13463.3889   55   26 14266.7953 12539.6368  12.1%   1.4  810s
 241532 177858 14183.3654   81   23 14266.7953 12541.1746  12.1%   1.4  815s
 242995 178901 13948.4171   77   23 14266.7953 12542.0812  12.1%   1.4  820s
 244409 179883 14101.8879   74   27 14266.7953 12543.1386  12.1%   1.4  825s
 245916 180940 13580.7825   62   26 14266.7953 12544.0640  12.1%   1.4  830s
 247357 181973 13931.6544   51   24 14266.7953 12545.2058  12.1%   1.4  835s
 248810 182996 13070.2095   46   27 14266.7953 12545.8676  12.1%   1.4  840s
 250180 184040 13573.2262   66   27 14266.7953 12546.4222  12.1%   1.4  845s
 251648 185112 13640.2434   55   24 14266.7953 12547.2304  12.1%   1.4  850s
 253090 186110 12827.6385   49   27 14266.7953 12548.3549  12.0%   1.4  855s
 254491 187089 13885.0037   62   26 14266.7953 12549.2321  12.0%   1.4  860s
 255903 188011 14170.3529   73   22 14266.7953 12549.8603  12.0%   1.4  865s
 257331 189053 13451.9724   54   25 14266.7953 12550.7134  12.0%   1.4  870s
 258731 190073 13905.1014   71   27 14266.7953 12551.6572  12.0%   1.4  875s
 260142 191092 13619.3046   50   23 14266.7953 12552.6443  12.0%   1.4  880s
 261556 192108 14162.8179   71   27 14266.7953 12553.3766  12.0%   1.4  885s
 263079 193195 13018.5263   54   25 14266.7953 12553.9814  12.0%   1.4  890s
 264443 194181 13288.2313   55   25 14266.7953 12554.5280  12.0%   1.4  895s
 265913 195293 14156.5020   82   26 14266.7953 12555.0567  12.0%   1.4  900s
 267360 196342 14239.0671   73   23 14266.7953 12555.7339  12.0%   1.4  905s
 268821 197401 12936.3843   47   27 14266.7953 12556.6042  12.0%   1.4  910s
 270236 198482 14062.2185   74   25 14266.7953 12557.6194  12.0%   1.4  915s
 271661 199487 14012.0912   76   25 14266.7953 12558.3906  12.0%   1.4  920s
 273086 200506     cutoff   83      14266.7953 12559.0887  12.0%   1.4  925s
 274570 201580 14034.8817   79   24 14266.7953 12559.9633  12.0%   1.4  930s
 276040 202660 14258.3073  108   25 14266.7953 12560.6053  12.0%   1.4  935s
 277502 203716 13781.6448   53   24 14266.7953 12561.4597  12.0%   1.4  940s
 278918 204718 13176.7888   55   27 14266.7953 12562.4011  11.9%   1.4  945s
 280419 205829 13712.3430   76   28 14266.7953 12563.2011  11.9%   1.4  950s
 281892 206894 13649.9616   60   25 14266.7953 12564.0253  11.9%   1.4  955s
 283362 207968 13629.7779   74   29 14266.7953 12565.0504  11.9%   1.4  960s
 284832 209030 13425.3858   56   23 14266.7953 12565.7353  11.9%   1.4  965s
 286260 209980 13253.1088   62   27 14266.7953 12566.3204  11.9%   1.4  970s
 287670 211016 14079.0642   83   23 14266.7953 12567.0461  11.9%   1.4  975s
 289167 212141 13931.6124   81   26 14266.7953 12567.7787  11.9%   1.4  980s
 290623 213177 12952.1741   59   29 14266.7953 12568.5549  11.9%   1.4  985s
 292008 214216     cutoff   84      14266.7953 12569.1788  11.9%   1.4  990s
 293502 215276 14186.3159   89   23 14266.7953 12569.8258  11.9%   1.4  995s
 295011 216387 12885.7352   50   26 14266.7953 12570.3419  11.9%   1.4 1000s
 296444 217428 12728.1670   40   27 14266.7953 12570.9632  11.9%   1.4 1005s
 297926 218566 13701.1808   69   24 14266.7953 12571.7141  11.9%   1.4 1010s
 299381 219601 13612.8084   51   25 14266.7953 12572.3461  11.9%   1.4 1015s
 300807 220619 13919.2648   71   25 14266.7953 12573.0679  11.9%   1.4 1020s
 302228 221648 12632.0575   48   27 14266.7953 12573.7597  11.9%   1.4 1025s
 303640 222628     cutoff   74      14266.7953 12574.4262  11.9%   1.4 1030s
 305078 223772 13820.7672   72   26 14266.7953 12574.9350  11.9%   1.4 1035s
 306528 224788 14014.1951   65   24 14266.7953 12575.4634  11.9%   1.4 1040s
 307983 225851 14248.9371   89   25 14266.7953 12576.0822  11.9%   1.4 1045s
 309443 226895 14192.3731   78   26 14266.7953 12576.7413  11.8%   1.4 1050s
 311051 228083 13353.1704   59   26 14266.7953 12577.7970  11.8%   1.4 1055s
 312537 229205 13118.9465   41   26 14266.7953 12578.3790  11.8%   1.4 1060s
 313966 230202 14215.7749   75   27 14266.7953 12579.0366  11.8%   1.4 1065s
 315404 231194 13514.1193   43   26 14266.7953 12579.7319  11.8%   1.4 1070s
 316869 232289     cutoff   92      14266.7953 12580.2791  11.8%   1.4 1075s
 318327 233345     cutoff   67      14266.7953 12581.0395  11.8%   1.4 1080s
 319734 234376 13874.2049   74   28 14266.7953 12581.7352  11.8%   1.4 1085s
 321227 235419 14018.6204   84   25 14266.7953 12582.4501  11.8%   1.4 1090s
 322664 236466 13660.7870   71   26 14266.7953 12583.0944  11.8%   1.4 1095s
 324138 237538 14053.9367   85   23 14266.7953 12583.7209  11.8%   1.4 1100s
 325652 238588 13575.1653   59   26 14266.7953 12584.3411  11.8%   1.4 1105s
 327195 239739 12920.0751   58   24 14266.7953 12584.9187  11.8%   1.4 1110s
 328685 240829 13135.6656   49   25 14266.7953 12585.7120  11.8%   1.4 1115s
 330209 241915     cutoff   92      14266.7953 12586.4709  11.8%   1.4 1120s
 331762 243040 12934.1830   49   26 14266.7953 12587.3647  11.8%   1.4 1125s
 333217 244169 13894.7767   70   25 14266.7953 12587.9198  11.8%   1.4 1130s
 334695 245129 12919.7287   48   24 14266.7953 12588.5469  11.8%   1.4 1135s
 336175 246193 13609.8360   67   27 14266.7953 12589.0788  11.8%   1.4 1140s
 337635 247233 13825.3621   74   22 14266.7953 12589.9960  11.8%   1.4 1145s
 339080 248292 14217.5830   79   24 14266.7953 12590.6364  11.7%   1.4 1150s
 340509 249277     cutoff   83      14266.7953 12591.4501  11.7%   1.4 1155s
 342016 250330 14170.6170   88   25 14266.7953 12592.0280  11.7%   1.4 1160s
 343504 251370 13199.4736   43   24 14266.7953 12592.5352  11.7%   1.4 1165s
 344991 252439 14199.0712   70   25 14266.7953 12592.9475  11.7%   1.4 1170s
 346498 253526 13378.4652   48   23 14266.7953 12593.8252  11.7%   1.4 1175s
 347950 254560 14194.9531   64   25 14266.7953 12594.4802  11.7%   1.4 1180s
 349449 255663 14137.8006   85   22 14266.7953 12595.2947  11.7%   1.4 1185s
 350929 256679     cutoff   74      14266.7953 12595.9428  11.7%   1.4 1190s
 352446 257790 12915.3248   54   27 14266.7953 12596.4969  11.7%   1.4 1195s
 353900 258848 14193.0694   59   23 14266.7953 12597.0082  11.7%   1.4 1200s
 355348 259892 14231.3893   89   27 14266.7953 12597.7718  11.7%   1.4 1205s
 356827 260931 13397.3143   58   26 14266.7953 12598.6963  11.7%   1.4 1210s
 358351 262065 14240.0305   83   21 14266.7953 12599.1798  11.7%   1.4 1215s
 359896 263222 13323.7936   66   26 14266.7953 12599.8320  11.7%   1.4 1220s
 361495 264445 13595.9543   62   26 14266.7953 12600.1711  11.7%   1.4 1225s
 362979 265465     cutoff   68      14266.7953 12600.7125  11.7%   1.4 1230s
 364460 266534 13245.2442   61   28 14266.7953 12601.3807  11.7%   1.4 1235s
 365918 267554 14174.0746   75   22 14266.7953 12602.0561  11.7%   1.4 1240s
 367379 268585 14043.7603   58   23 14266.7953 12602.5325  11.7%   1.4 1245s
 368836 269620 13832.6783   69   25 14266.7953 12603.1051  11.7%   1.4 1250s
 370334 270734 13458.1645   55   25 14266.7953 12603.6936  11.7%   1.4 1255s
 371814 271778 13356.9876   54   27 14266.7953 12604.2318  11.7%   1.4 1260s
 373344 272870 13373.8146   54   25 14266.7953 12604.8963  11.6%   1.4 1265s
 374785 273863 13221.5319   47   24 14266.7953 12605.3328  11.6%   1.4 1270s
 376251 274887     cutoff   69      14266.7953 12605.6328  11.6%   1.4 1275s
 377740 275900 13613.6750   73   28 14266.7953 12606.2572  11.6%   1.4 1280s
 379270 277000 13323.8800   55   27 14266.7953 12606.6884  11.6%   1.4 1285s
 380752 278082 13592.3491   51   24 14266.7953 12607.1260  11.6%   1.4 1290s
 382216 279132 13408.8594   49   24 14266.7953 12607.7898  11.6%   1.4 1295s
 383692 280234 14163.4193   70   24 14266.7953 12608.3795  11.6%   1.4 1300s
 385239 281397 13112.3477   49   25 14266.7953 12609.0050  11.6%   1.4 1305s
 386677 282439 14119.6659   80   23 14266.7953 12609.5597  11.6%   1.4 1310s
 388100 283414 12930.8473   51   25 14266.7953 12610.0009  11.6%   1.4 1315s
 389613 284507     cutoff   78      14266.7953 12610.4861  11.6%   1.4 1320s
 391082 285550 13952.4228   65   23 14266.7953 12611.1662  11.6%   1.4 1325s
 392592 286652     cutoff   79      14266.7953 12611.4479  11.6%   1.4 1330s
 394098 287710 14244.9770   87   20 14266.7953 12611.8370  11.6%   1.4 1335s
 395577 288781 13848.4443   65   23 14266.7953 12612.2864  11.6%   1.4 1340s
 397030 289840 13300.0917   59   25 14266.7953 12612.9225  11.6%   1.4 1345s
 398477 290891 13884.1294   75   25 14266.7953 12613.5467  11.6%   1.4 1350s
 399990 291960 13395.9431   49   23 14266.7953 12614.1184  11.6%   1.4 1355s
 401413 292979 14024.5012   77   26 14266.7953 12614.6513  11.6%   1.4 1360s
 402870 294032 14245.3114   64   22 14266.7953 12615.1121  11.6%   1.4 1365s
 404347 295067 13891.1792   66   26 14266.7953 12615.7958  11.6%   1.4 1370s
 405864 296122 14146.2962   74   20 14266.7953 12616.3108  11.6%   1.4 1375s
 407361 297215 14012.2960   80   22 14266.7953 12616.7010  11.6%   1.4 1380s
 408844 298270 13737.7561   57   23 14266.7953 12617.2433  11.6%   1.4 1385s
 410316 299280 13098.3961   50   26 14266.7953 12617.7515  11.6%   1.4 1390s
 411811 300345 13164.8639   62   27 14266.7953 12618.2498  11.6%   1.4 1395s
 413336 301458 13061.4300   55   26 14266.7953 12618.6952  11.6%   1.4 1400s
 414833 302487     cutoff   84      14266.7953 12619.0542  11.5%   1.4 1405s
 416265 303455 13477.3956   56   23 14266.7953 12619.7817  11.5%   1.4 1410s
