solver,problem,instance,gridno,cost,dualbound-0.1,primalbound-0.1,gap-0.1,nit-0.1,npieces-0.1,cpu-0.1,dualbound-0.01,primalbound-0.01,gap-0.01,nit-0.01,npieces-0.01,cpu-0.01,dualbound-0.001,primalbound-0.001,gap-0.001,nit-0.001,npieces-0.001,cpu-0.001,dualbound-0.0001,primalbound-0.0001,gap-0.0001,nit-0.0001,npieces-0.0001,cpu-0.0001
ipwlb,knapsack,knapsack-20-1,109,square,-722.9725853050866,-722.795389990924,0.024515280066293277,9,157,0.9879090180000001,-722.8636695075978,-722.795389990924,0.009446589950530904,10,183,1.1590926780000002,-722.8016255771279,-722.795389990924,0.0008627042023498949,12,225,1.517845536,-722.7956607471068,-722.795389990924,3.745958905124549e-5,14,266,1.9197502670000002
ipwlb,knapsack,knapsack-10-2,11,exp,-583.4493376015782,-582.9349928581762,0.08823363663247624,7,74,44.477760782000004,-583.0670438545012,-583.0153898697178,0.008859797816829372,13,100,52.059214952000005,-583.0426340998463,-583.0380385691014,0.0007882042749929412,19,139,53.011099414,-583.0394842615972,-583.0389868776459,8.530886655101996e-5,26,163,54.50461731
ipwlb,knapsack,knapsack-20-1,110,log,-770.9334944400509,-770.2119824215952,0.093677070069371,13,127,0.8387028830000001,-770.4417640206794,-770.371193870107,0.009160538599304453,17,176,1.3137107460000002,-770.3909817529008,-770.3845869358555,0.000830081124894071,22,222,1.8265805410000002,-770.3866431138166,-770.3859293965032,9.264412629308045e-5,29,275,2.55145044
ipwlb,knapsack,knapsack-20-2,111,exp,-967.5146935245192,-966.7978883359565,0.07414219633810691,10,161,81.550315842,-967.2116113586959,-967.1477382059442,0.00660428083823303,15,213,81.856283664,-967.181368472665,-967.1718150005369,0.0009877740417934943,20,257,82.113819631,-967.1752940136779,-967.1744779006716,8.438115613492094e-5,27,314,82.50453726
ipwlb,knapsack,knapsack-20-2,112,cubic,-453.95675725172765,-453.7777381532049,0.03945083318792462,5,108,14.692149784000001,-453.85760264751434,-453.8273194973802,0.006672835422885502,7,143,14.936665906000002,-453.83460774748863,-453.83065721455495,0.0008704861319711418,10,200,15.448797838,-453.831082425085,-453.8306664512805,9.165837288798714e-5,19,263,16.365776901
ipwlb,knapsack,knapsack-20-2,113,sinabc1,-442.7495555280957,-442.32977721603316,0.09490166244392678,14,211,1.435197324,-442.51743855663216,-442.4762909664406,0.009299388697565983,19,274,2.388471039,-442.5018958057346,-442.4975884628094,0.0009734161354756535,24,330,3.238732369,-442.4985840069853,-442.49825871628803,7.351231126193483e-5,30,401,4.251110598
ipwlb,knapsack,knapsack-20-2,114,sinabc2,-435.92540715847804,-435.6591954135116,0.06110550351490875,17,298,1.744478793,-435.7093907570026,-435.6678658686308,0.009531317690596779,20,369,2.490852584,-435.6892123230082,-435.68663737102753,0.0005910100883941858,25,412,3.1485920820000004,-435.68742692697407,-435.6871105369791,7.261862637481672e-5,31,456,4.0077468540000005
ipwlb,knapsack,knapsack-20-2,115,sinabc3,-473.17979765429754,-472.88755615945547,0.061799362456374574,12,345,2.11430338,-473.02206031689934,-472.98292083771105,0.008275030125606278,16,424,3.1072546240000003,-473.0006814320387,-472.99770381661415,0.0006295200590828562,23,497,4.378597417,-472.99883879238286,-472.9984288072072,8.667791491676356e-5,29,554,5.681096480000001
ipwlb,knapsack,knapsack-20-2,117,divexp,-451.7560279238073,-451.4908109489415,0.05874249673175068,7,330,42.918980647000005,-451.5740073040388,-451.5444155251204,0.00655345917276942,10,365,43.227006867,-451.56193699777447,-451.55827271134694,0.0008114758712137705,16,388,43.585635735000004,-451.55924140974565,-451.5588638632971,8.360957535034372e-5,22,418,43.993542903000005
ipwlb,knapsack,knapsack-20-2,118,sqrt,-456.4824173258713,-456.2026091328652,0.06133419393150716,17,147,0.796284769,-456.2502839010038,-456.2091703368306,0.009011998628358674,24,196,1.0748064880000001,-456.2210185574627,-456.2165675754421,0.0009756291938743694,30,256,1.6470527160000001,-456.21976840587627,-456.2194025029019,8.020329086055399e-5,37,302,2.33038033
ipwlb,knapsack,knapsack-20-2,119,square,-428.00601728062236,-427.7894420710272,0.05062659062987723,9,155,0.9267642620000001,-427.8099043619065,-427.7894420710272,0.004783262247007103,11,203,1.195462924,-427.7917048881213,-427.7894420710272,0.0005289558066450817,13,238,1.5651534040000001,-427.789564872192,-427.7894420710272,2.870598305781759e-5,15,273,1.9014089630000002
ipwlb,knapsack,knapsack-10-2,12,cubic,-291.1479441980126,-291.0061884844721,0.048712267693955646,4,53,7.315846388000001,-291.04616398076917,-291.0314111887252,0.0050691408132565955,7,79,7.513697042,-291.0332150375662,-291.0314111887252,0.0006198124228718723,10,101,7.714705816,-291.0318489962615,-291.0315755990669,9.394073272396513e-5,16,131,7.978108815000001
ipwlb,knapsack,knapsack-20-2,120,log,-471.56791898326753,-471.2653302352094,0.06420772516983869,16,158,1.0023268250000001,-471.3488112490222,-471.30631876275635,0.00901589572943132,20,206,1.2781871100000002,-471.32058370474465,-471.31621484646075,0.0009269484363740806,26,274,1.7507431420000001,-471.3180073252639,-471.31761637265066,8.294886498571339e-5,31,320,2.17631281
ipwlb,knapsack,knapsack-20-3,121,exp,-1743.0410812811413,-1741.6535192558,0.07966923443729873,6,133,80.64890640600001,-1741.8771196147416,-1741.7418715103013,0.007765106107428126,10,182,81.013742121,-1741.7996213144427,-1741.7850313428144,0.0008376447934601373,15,222,81.498509072,-1741.7911318194351,-1741.7896659694197,8.415769389566033e-5,20,262,82.22204038800001
ipwlb,knapsack,knapsack-20-3,122,cubic,-837.3459849317782,-836.8658707558798,0.057370504960937305,5,109,16.93131163,-836.9492243413061,-836.8658707558798,0.009960208480134678,7,122,17.203303851,-836.8709989829298,-836.8658707558798,0.0006127896033554825,10,211,18.528792859000003,-836.866648811015,-836.8658707558798,9.297250161961782e-5,14,247,19.506666293000002
ipwlb,knapsack,knapsack-20-3,123,sinabc1,-822.1877554314538,-821.4472967084704,0.09014074621103164,13,197,2.24239239,-821.701236557199,-821.6247600772344,0.009307957072439903,19,250,3.646924555,-821.643422851159,-821.6357217717286,0.000937286345555892,23,308,4.447556748,-821.6397023053847,-821.6389263986442,9.443402881376822e-5,31,380,6.116150728
ipwlb,knapsack,knapsack-20-3,124,sinabc2,-823.0675335660161,-822.6767838217202,0.047497358863187435,12,315,1.8060690140000002,-822.8187948690017,-822.7492590769941,0.008451638362535473,17,364,2.191226083,-822.7667765877219,-822.7607128759962,0.0007369957790633264,21,409,2.707718465,-822.7613307903579,-822.7609524449617,4.598485076606024e-5,25,441,3.161483683
ipwlb,knapsack,knapsack-20-3,125,sinabc3,-868.1127414073975,-867.7111318277216,0.04628378788110659,10,348,1.4369907350000002,-867.9236598740092,-867.8469341602299,0.008840926983689833,15,410,1.7952599,-867.8759183737441,-867.8690634710752,0.0007898544789122114,20,477,2.190766994,-867.873215793574,-867.8724509754801,8.812563332768122e-5,25,538,2.57989156
ipwlb,knapsack,knapsack-20-3,127,divexp,-869.9914348328408,-869.5594043057621,0.04968384275294534,10,316,51.739000739000005,-869.6719291026699,-869.5878551386966,0.009668254159310975,14,348,52.339572981,-869.6263107029096,-869.6196900855341,0.0007613233061465793,21,403,53.867056391000006,-869.622932907918,-869.6223166796347,7.086159951288522e-5,27,435,55.307900231000005
ipwlb,knapsack,knapsack-20-3,128,sqrt,-845.0711146042361,-844.6664506045934,0.04790814165201637,19,137,0.8735420060000001,-844.791729882594,-844.7303558298439,0.007265519976470184,23,161,1.030466796,-844.7549309028349,-844.7471136128554,0.0009254000225034779,29,189,1.3241197630000001,-844.7492290334848,-844.7486739624163,6.570842731765307e-5,39,238,1.785880997
ipwlb,knapsack,knapsack-20-3,129,square,-808.39840219463,-808.0622942320662,0.04159431332991698,8,147,0.694344943,-808.095503598967,-808.0622942320662,0.004109753312070077,10,200,0.908530075,-808.0655503053822,-808.0622942320662,0.00040294830476311625,12,241,1.1473871530000002,-808.0629286633939,-808.0622942320662,7.851267560287217e-5,13,261,1.2798385170000002
ipwlb,knapsack,knapsack-10-2,13,sinabc1,-286.66319353557856,-286.51768800889914,0.05078413402347969,9,78,0.68436472,-286.5666916513448,-286.5434676627742,0.008104874544866535,13,107,1.004370057,-286.5579093257625,-286.55580977333756,0.0007326853455270529,19,140,1.18793232,-286.5563116757547,-286.5560622985289,8.70256325506849e-5,23,164,1.337721178
ipwlb,knapsack,knapsack-20-3,130,log,-860.7475721688362,-860.3287955533746,0.048676345325890887,16,149,0.718011668,-860.4406214830033,-860.394810014524,0.0053244705739846545,20,192,0.912816866,-860.40951658923,-860.4020090988259,0.0008725561219775139,24,232,1.130249262,-860.4055709613225,-860.4048515245042,8.361608107897287e-5,30,279,1.4095000080000002
ipwlb,knapsack,knapsack-20-4,131,exp,-1115.643766467487,-1114.7459384071715,0.08054104790894448,6,139,70.014754769,-1115.3034872703117,-1115.227394381468,0.006823082828406932,10,178,70.22769653900001,-1115.254577133275,-1115.2456937576087,0.0007965397863469761,15,227,70.50913762,-1115.2489916289076,-1115.2483001600829,6.200133410637757e-5,21,266,70.89617445500001
ipwlb,knapsack,knapsack-20-4,132,cubic,-549.4307980422717,-549.2018817645838,0.0416816266092081,4,106,15.221449164000001,-549.2308655292921,-549.2018817645838,0.005277433612422394,6,117,15.318427723000001,-549.2064622754141,-549.2018817645838,0.0008340304325834255,8,196,15.942644173000001,-549.2023824714838,-549.2018817645838,9.116991703697605e-5,12,235,16.348484416
ipwlb,knapsack,knapsack-20-4,133,sinabc1,-537.0322968248594,-536.5939808964916,0.0816848388115407,12,160,1.359052028,-536.7211930561803,-536.6678644930174,0.009936977168031982,17,211,2.6995186920000003,-536.6745423784776,-536.6707030935428,0.0007153893276900105,24,279,4.190711188,-536.6726318013183,-536.6722050469397,7.95186288034783e-5,29,327,5.442986176000001
ipwlb,knapsack,knapsack-20-4,134,sinabc2,-535.4295487944569,-534.9799281952246,0.08404438662756715,14,213,1.6515337,-535.0758022270669,-535.0336508969175,0.007878257765422282,20,377,3.047945476,-535.0428228324533,-535.0393666448738,0.0006459688380000841,23,396,3.912418547,-535.0402942544247,-535.0399063711388,7.249614117007397e-5,27,422,4.530416008
ipwlb,knapsack,knapsack-20-4,135,sinabc3,-555.9421399200631,-555.422842706344,0.09349583304655296,9,330,1.808119242,-555.5737098088955,-555.532510701702,0.0074161469220706865,16,413,3.2426875490000002,-555.545729050478,-555.5411343867133,0.0008270609465785716,24,484,5.0402320970000005,-555.542984914523,-555.5424607084962,9.435930895081327e-5,29,541,6.454488165000001
ipwlb,knapsack,knapsack-20-4,137,divexp,-552.8724604707812,-552.3304725687653,0.09812746696650858,10,315,41.910155134,-552.547740556574,-552.51204959193,0.0064597622206366,13,349,45.487067069000005,-552.5177632547313,-552.5132623677007,0.000814620632155848,18,386,50.653613841,-552.5144006016416,-552.513883830899,9.353081573435353e-5,22,411,50.872831067
ipwlb,knapsack,knapsack-20-4,138,sqrt,-548.009760497056,-547.5666415632957,0.08092511488561273,13,114,0.6007007160000001,-547.7257576374825,-547.697167511968,0.0052200608676434045,19,144,0.801891333,-547.7127843005183,-547.7097571001317,0.000552701562700364,25,181,1.1673900750000001,-547.7105986758269,-547.7102060787852,7.16797016631337e-5,29,203,1.4444203640000002
ipwlb,knapsack,knapsack-20-4,139,square,-535.5542003056174,-535.0834891713464,0.08796966151954931,6,131,0.586353094,-535.1231416031968,-535.0834891713464,0.007410513060647962,8,167,0.7191065560000001,-535.0872853584935,-535.0834891713464,0.0007094569770829946,10,203,0.854840483,-535.0836340813039,-535.0834891713464,2.7081747134974887e-5,12,240,1.010246221
ipwlb,knapsack,knapsack-10-2,14,sinabc2,-286.3760173145378,-286.153074168086,0.0779104495382318,8,116,0.7459435630000001,-286.19479292706126,-286.1872668758689,0.0026297645155666386,11,183,1.021799397,-286.1886701109979,-286.1872668758689,0.0004903206017342308,12,190,1.052437343,-286.187374385797,-286.1872668758689,3.756628632972868e-5,14,207,1.122740426
ipwlb,knapsack,knapsack-20-4,140,log,-555.7408480005762,-555.3302642707805,0.07393505382510324,14,129,0.638790308,-555.4920405293738,-555.4534397816839,0.006949411944420699,19,167,0.818473128,-555.4692089605569,-555.4642775555147,0.000887798773281925,23,196,0.9796585440000001,-555.4657761564238,-555.4653694227887,7.322394111704906e-5,28,231,1.203596949
ipwlb,knapsack,knapsack-20-5,141,exp,-1783.617887437182,-1782.2539205081728,0.07653044907429683,9,129,71.591973717,-1782.667619625543,-1782.5149201463148,0.008566518995289523,14,187,75.142513577,-1782.5933832592862,-1782.577220936034,0.0009066829230298398,20,233,75.41231459400001,-1782.583769565638,-1782.5823184087353,8.14075674215706e-5,27,277,75.69357919800001
ipwlb,knapsack,knapsack-20-5,142,cubic,-853.4095638362478,-853.2374915696374,0.02016698378945147,5,114,16.301294668,-853.2867528723331,-853.2374915696374,0.0057734573530070984,6,121,16.381971308,-853.2413896844755,-853.2374915696374,0.00045686164480522536,9,217,17.307280900000002,-853.2382255975137,-853.2374915696374,8.602855401596934e-5,13,246,17.931334292000003
ipwlb,knapsack,knapsack-20-5,143,sinabc1,-840.6722651097655,-839.9401581068502,0.08716180502256458,9,179,1.1102614910000002,-840.2675606626628,-840.2089122847632,0.006980213735197915,14,240,1.420094117,-840.2311223596146,-840.2253963571176,0.0006814841019832103,20,306,1.855668219,-840.2272660027891,-840.2266879285293,6.879979749648744e-5,25,356,2.261142099
ipwlb,knapsack,knapsack-20-5,144,sinabc2,-828.7637513085359,-828.1194253554943,0.07780592186507813,13,203,1.6305887860000001,-828.2011559072556,-828.1194253554943,0.009869416084067792,17,366,2.783889073,-828.1240224374496,-828.1210235018107,0.00036213736324302144,19,412,3.338321102,-828.1215134416752,-828.1210235018107,5.916283377193264e-5,21,434,3.7407607370000004
ipwlb,knapsack,knapsack-20-5,145,sinabc3,-876.2920201100753,-875.6128570180726,0.07756431241948564,10,341,2.643682903,-875.8606949344698,-875.7950749477095,0.007492618837147151,14,417,3.789594579,-875.8280513556018,-875.819731639823,0.0009499347272368259,19,476,5.551169012,-875.8229343651144,-875.8221702078413,8.725027740998706e-5,24,544,6.733691761
ipwlb,knapsack,knapsack-20-5,147,divexp,-862.7104215639666,-861.8725858136221,0.09721109177101946,9,304,60.808628579,-862.1586747462312,-862.0824116066007,0.008846386215956892,13,339,61.354026742,-862.1044961255959,-862.0968164386062,0.0008908149111886784,17,382,61.91201903500001,-862.0994622931788,-862.0987735511761,7.989130988519065e-5,23,421,62.720970002
ipwlb,knapsack,knapsack-20-5,148,sqrt,-857.5458704686527,-856.8773907787563,0.07801345876203004,18,133,0.9398282090000001,-857.2755350754601,-857.2277403033995,0.005575504596206109,23,157,1.4229717080000002,-857.2447642824092,-857.2365751051506,0.0009552995633201912,26,189,1.7436532200000001,-857.239138637216,-857.238495385171,7.503769937007369e-5,31,224,2.643413272
ipwlb,knapsack,knapsack-20-5,149,square,-805.5581703210033,-805.2592994072003,0.03711486648127802,9,150,1.210233646,-805.2923331546492,-805.2592994072003,0.004102249731640212,12,199,1.757708204,-805.2631213873575,-805.2592994072003,0.0004746272610624154,14,230,2.104780621,-805.2600798002653,-805.2592994072003,9.691202145905194e-5,15,246,2.308275498
ipwlb,knapsack,knapsack-10-2,15,sinabc3,-291.7575615840259,-291.6597856439896,0.033523970341126995,10,172,1.159678942,-291.71400763564014,-291.69287827692546,0.007243700579699687,16,207,1.7128009050000002,-291.7015567268708,-291.6991981931379,0.0008085499540466401,21,240,2.389629406,-291.70002077502636,-291.6997346614305,9.80849695253846e-5,27,276,3.528789041
ipwlb,knapsack,knapsack-20-5,150,log,-876.9914332651314,-876.1279891132566,0.09855228489489068,17,138,0.83968288,-876.5917646136915,-876.5312259031259,0.006906623378210248,23,188,1.176265829,-876.5499498719879,-876.5431430227387,0.0007765561003322946,28,235,1.5210055770000002,-876.5464713723093,-876.5457314139693,8.441753960558133e-5,34,282,1.956200608
ipwlb,knapsack,knapsack-20-6,151,exp,-1248.0549329791359,-1247.0660171895747,0.07929939361107631,7,137,70.811438996,-1247.6664772134318,-1247.5652065713007,0.008117462846646361,10,172,70.996348092,-1247.5941564106417,-1247.5845012703562,0.0007739067194005527,18,222,71.44554325200001,-1247.5887631489197,-1247.587764937213,8.00113414667344e-5,26,263,71.806958428
ipwlb,knapsack,knapsack-20-6,152,cubic,-603.033229255282,-602.9044283299658,0.021363406746406462,5,112,14.585252195,-602.9438577323764,-602.9044283299658,0.0065399092389902816,6,125,14.694274875000001,-602.9072128045481,-602.9044283299658,0.0004618434450757092,9,214,15.578851664,-602.9049487745392,-602.9044283299658,8.632289779245479e-5,13,254,16.395620991
ipwlb,knapsack,knapsack-20-6,153,sinabc1,-587.5410469272069,-587.0149097850694,0.08962926381718767,12,203,1.0048748330000001,-587.2284479543915,-587.1736631208194,0.009330260707026678,18,273,1.465627464,-587.2052780257611,-587.1994176966963,0.0009980134326116968,24,329,2.172687254,-587.2018236110431,-587.2013289963927,8.423254954785975e-5,30,395,3.016961008
ipwlb,knapsack,knapsack-20-6,154,sinabc2,-583.1319793149682,-582.6547722611843,0.08190219603487332,11,231,1.32503715,-582.7074795044923,-582.6722558953799,0.006045183850108366,17,373,2.63316915,-582.6770506263659,-582.6722558953799,0.0008228864404586163,20,403,3.168975016,-582.6734243193217,-582.6729023202961,8.958697470875161e-5,25,441,4.085618341
ipwlb,knapsack,knapsack-20-6,155,sinabc3,-612.9767391087529,-612.7224568195079,0.041500403064205396,12,389,2.879193292,-612.8669696660708,-612.8070245498598,0.0097820543514543,16,443,3.7520426830000004,-612.8332957689454,-612.8297470386584,0.0005790727855702151,23,534,5.603928283,-612.8310270487882,-612.8305308257151,8.097231586347712e-5,29,587,7.513280721
ipwlb,knapsack,knapsack-20-6,157,divexp,-607.6829483180542,-607.2403985277738,0.07287884524042486,8,308,43.819403703000006,-607.3639668620646,-607.33509799225,0.004753367607109997,12,341,48.985457379,-607.3437627085837,-607.3386003841373,0.0008499911652404041,16,367,49.55986320900001,-607.3400843505125,-607.3396351927404,7.395495799528891e-5,21,395,50.334419897000004
ipwlb,knapsack,knapsack-20-6,158,sqrt,-603.5082379742789,-603.0448157148651,0.07684706796865397,16,140,0.913540188,-603.1608883101046,-603.1212885706141,0.006565800319267682,20,179,1.342936335,-603.1385188278439,-603.1334180681607,0.0008457100088231478,24,225,1.9250782910000002,-603.1361173231888,-603.1356485711096,7.771917980820849e-5,31,273,2.881353475
ipwlb,knapsack,knapsack-20-6,159,square,-575.836064346525,-575.6271672254553,0.03629035128354556,8,163,0.956050881,-575.6486946282199,-575.6271672254553,0.003739817018777541,10,217,1.341841998,-575.6295327618377,-575.6271672254553,0.00041094939868823225,12,257,1.618365325,-575.627625863074,-575.6271672254553,7.967615928309018e-5,13,277,1.775620132
ipwlb,knapsack,knapsack-20-6,160,log,-617.800950279572,-617.451246321814,0.05663669153495777,15,144,0.92281044,-617.589859395194,-617.5381818609948,0.008368314011535795,18,180,1.2903118,-617.5575818021341,-617.5515916330194,0.0009699868312052676,26,236,1.957891218,-617.5538594635374,-617.5532690508471,9.56051436931545e-5,31,283,2.258268003
ipwlb,knapsack,knapsack-20-7,161,exp,-1116.7694206366289,-1115.953145545867,0.0731460002617325,7,135,75.740210606,-1116.2775933589107,-1116.196741325376,0.007243528899637097,11,185,76.17050721700001,-1116.2132563264556,-1116.2082119838037,0.0004519177155070745,17,238,76.79431529200001,-1116.2107007766624,-1116.209863940106,7.497125615712096e-5,23,278,77.436704907
ipwlb,knapsack,knapsack-20-7,162,cubic,-524.0370458914424,-523.6742295217887,0.06928283829911717,5,110,16.379776413000002,-523.8180455922643,-523.7793763378937,0.007382737106019441,8,128,16.598879422,-523.79102864866,-523.7863753075248,0.0008884043866997117,12,209,17.362311461,-523.7868948992265,-523.7863753075248,9.919916326823523e-5,18,260,18.091167806
ipwlb,knapsack,knapsack-20-7,163,sinabc1,-515.481279998603,-515.0336707700387,0.0869087312087829,13,195,1.1885465130000001,-515.1055646023348,-515.069851942926,0.006933556540740879,19,285,1.716832399,-515.0818917319383,-515.0769027797194,0.0009685839516389385,24,338,2.038029607,-515.0796566797878,-515.0792565838227,7.767658277930513e-5,30,396,2.39296136
ipwlb,knapsack,knapsack-20-7,164,sinabc2,-504.83676212034874,-504.6201691359232,0.04292198324066125,16,326,2.339805932,-504.67001502004695,-504.6201691359232,0.009877901671881099,19,359,2.880852446,-504.63123466835304,-504.6262545807424,0.0009868863471610258,25,403,3.582458712,-504.62923863918826,-504.62887828951244,7.140884941770194e-5,31,440,4.498176954
ipwlb,knapsack,knapsack-20-7,165,sinabc3,-547.9436891774538,-547.4665639556925,0.08715148160169885,11,346,1.7654239450000002,-547.6372735799836,-547.5906095492123,0.0085217003282168,16,429,2.8552563560000004,-547.6021865121238,-547.5997160824204,0.00045113787148784565,25,517,4.547298835,-547.6006170722375,-547.6000963448101,9.509264713514661e-5,29,568,5.353679224
ipwlb,knapsack,knapsack-20-7,167,divexp,-524.0622346777654,-523.6316205613261,0.08223607962744658,9,292,31.772740152,-523.8557040677738,-523.8187165496488,0.007061129538979038,12,310,34.127964709000004,-523.8385871310752,-523.8341579064409,0.0008455394837274678,17,348,42.316965218,-523.8357265705386,-523.8352374441262,9.337409502582815e-5,22,368,43.271631328000005
ipwlb,knapsack,knapsack-20-7,168,sqrt,-530.2479763385421,-529.9363425722311,0.058805886910571904,17,150,0.947058398,-530.0417573537575,-529.9954497085776,0.00873736655765349,23,195,1.194788511,-530.016707196152,-530.0118640939804,0.0009137724076851873,30,249,1.6224485530000001,-530.0146103084393,-530.0141940477907,7.853764167259979e-5,35,285,1.9717658590000002
ipwlb,knapsack,knapsack-20-7,169,square,-491.63508779281756,-491.31002116374896,0.06616324012659609,12,155,1.25907026,-491.3381622167519,-491.31002116374896,0.0057277588062039,14,208,1.688881786,-491.3125928452666,-491.31002116374896,0.0005234335565822543,16,254,2.1447427350000003,-491.3101509118177,-491.31002116374896,2.640859399174599e-5,18,292,2.634094779
ipwlb,knapsack,knapsack-10-2,17,divexp,-288.03444264175266,-287.8837199934194,0.052355391383964625,4,148,12.289993902,-287.9026083027967,-287.88762122797516,0.005205876778448001,6,163,12.513244799,-287.8924504389262,-287.8911841423783,0.0004398524920688152,9,171,12.578744647,-287.8914647057298,-287.8911841423783,9.745465195306062e-5,11,177,12.618543377
ipwlb,knapsack,knapsack-20-7,170,log,-548.47174682315,-548.0636032027768,0.07447011952411267,18,161,0.930696827,-548.1998240735111,-548.1520100063032,0.008722775130820676,22,212,1.212178534,-548.1646734859532,-548.1592502644531,0.0009893514516981972,28,261,1.506783883,-548.1619414901503,-548.1615687832261,6.799216606793471e-5,35,328,2.021180116
ipwlb,knapsack,knapsack-20-8,171,exp,-1269.723915251233,-1269.0080791347054,0.05640910631677012,9,149,91.634190292,-1269.3618710592343,-1269.260011441328,0.008025118335729232,13,196,91.939196577,-1269.2888281062442,-1269.2778330455808,0.0008662453859300429,18,244,92.280360536,-1269.284329691253,-1269.2832125062796,8.801699750706219e-5,25,291,92.68786539700001
ipwlb,knapsack,knapsack-20-8,172,cubic,-605.1720220397692,-604.7390859721388,0.07159055494725435,5,107,16.095193859000002,-604.9793710132626,-604.9421595563191,0.006151242123842333,9,121,16.383695887000002,-604.9462158558807,-604.9421595563191,0.0006705268425332703,13,208,17.469789804,-604.9432598740779,-604.9427505847136,8.418802667509888e-5,20,252,18.955177337000002
ipwlb,knapsack,knapsack-20-8,173,sinabc1,-592.6446976464338,-592.2486352556415,0.06687434418845428,16,201,1.7798123620000001,-592.3342942782299,-592.2856617498862,0.008210992006792284,20,266,2.7452068680000004,-592.3058301426637,-592.3007008114338,0.00086600120899442,25,320,3.998169181,-592.3034568068407,-592.3029644439789,8.312686097289162e-5,29,380,5.0624981700000005
