solver,problem,instance,gridno,cost,dualbound,primalbound,gap,cpu
scip,knapsack,knapsack-200-7,466,sincos,-7165.07423997999,-6479.741351529709,9.564909804091503,3602.03
scip,knapsack,knapsack-200-8,476,sincos,-7201.13484399975,-6494.131864262632,9.817938353511305,3602.03
scip,knapsack,knapsack-200-9,486,sincos,-7650.96548010191,-6868.547818989312,10.226391207063399,3602.05
scip,knapsack,knapsack-200-10,496,sincos,-7183.83194834671,-6445.300272327267,10.280469829050075,3602.05
scip,knapsack,knapsack-500-1,506,sincos,-18206.8137086339,-16211.847619317918,10.957249968290416,3602.2
scip,knapsack,knapsack-500-2,516,sincos,-18367.9500717302,-16466.869256095535,10.349989020062647,3602.18
scip,knapsack,knapsack-500-3,526,sincos,-17296.4742195669,-15595.335964809365,9.835173533997441,3602.16
scip,knapsack,knapsack-500-4,536,sincos,-18139.1494507834,-16292.532897226922,10.180281928691675,3602.19
scip,knapsack,knapsack-500-5,546,sincos,-18774.6094890319,-16750.962951942416,10.77863450779999,3602.18
scip,knapsack,knapsack-500-6,556,sincos,-17522.250543017,-15795.639414594647,9.85382057049997,3602.18
scip,knapsack,knapsack-10-6,56,sincos,-204.477710766777,-204.47771076677745,2.223945823636193e-13,2.74
scip,knapsack,knapsack-500-7,566,sincos,-18712.2062431348,-16754.64772191601,10.461398809864995,3602.21
scip,knapsack,knapsack-500-8,576,sincos,-18039.8567519441,-16054.893707414498,11.003208461262796,3602.16
scip,knapsack,knapsack-500-9,586,sincos,-18091.7842696333,-16211.997202006987,10.390280138269707,3602.18
scip,knapsack,knapsack-500-10,596,sincos,-17993.4057234218,-16189.860002086303,10.023370500604255,3602.18
scip,knapsack,knapsack-10-1,6,sincos,-401.670500554753,-401.6695673672828,0.00023232661320829467,3602.57
scip,knapsack,knapsack-1000-1,606,sincos,-35386.9646565871,-31685.48931440351,10.459996719426405,3602.42
scip,knapsack,knapsack-1000-2,616,sincos,-36466.1175604635,-32743.699329432467,10.207881946464383,3602.51
scip,knapsack,knapsack-1000-3,626,sincos,-36222.6602859213,-32244.686181178105,10.98200428500642,3602.41
scip,knapsack,knapsack-1000-4,636,sincos,-36843.1404390431,-32828.63054500171,10.8962206972649,3602.2
scip,knapsack,knapsack-1000-5,646,sincos,-36754.1447630519,-32790.918105910525,10.78307407964916,3602.11
scip,knapsack,knapsack-1000-6,656,sincos,-38122.663075421,-34007.50043956763,10.794530874488032,3602.1
scip,knapsack,knapsack-10-7,66,sincos,-191.503529169737,-191.50342932307706,5.213828714721347e-5,3.41
scip,knapsack,knapsack-1000-7,666,sincos,-36025.1882387746,-32287.64067990492,10.374817569577301,3602.1
scip,knapsack,knapsack-1000-8,676,sincos,-36151.6459702358,-32415.846184511374,10.333692105748558,3602.1
scip,knapsack,knapsack-1000-9,686,sincos,-37112.9076927644,-33067.013139584364,10.901583316170157,3602.09
scip,knapsack,knapsack-1000-10,696,sincos,-35951.3077633357,-32280.034148020703,10.21179435107805,3602.1
scip,knapsack,knapsack-10-8,76,sincos,-235.974746987612,-235.97451143777846,9.981993266420646e-5,71.29
scip,knapsack,knapsack-10-9,86,sincos,-204.935640634634,-204.9348797890098,0.0003712607635467893,3604.34
scip,knapsack,knapsack-10-10,96,sincos,-244.676099214509,-244.6760992145092,8.131238263628091e-14,4.68
scip,knapsack,knapsack-10-1,1,exp,-878.512581741614,-878.5117058979854,9.969619636582638e-5,65.21
scip,knapsack,knapsack-10-1,10,log,-445.224026795482,-445.22372118494513,6.864196864751532e-5,3.44
scip,knapsack,knapsack-10-10,100,log,-252.532926154733,-252.53271648136388,8.30281311454766e-5,3.23
scip,knapsack,knapsack-20-1,101,exp,-1556.52339534164,-1556.5233953416414,8.764674252518734e-14,662.38
scip,knapsack,knapsack-20-1,102,cubic,-750.113188336023,-750.1131883360226,4.546787317810304e-14,3283.31
scip,knapsack,knapsack-20-1,103,sinabc1,-738.365715897113,-738.3649783118318,9.989430241567958e-5,110.0
scip,knapsack,knapsack-20-1,104,sinabc2,-734.659953175305,-734.6599531753054,6.189902538187648e-14,145.77
scip,knapsack,knapsack-20-1,105,sinabc3,-1.0e12,1.0e12,200.0,Inf
scip,knapsack,knapsack-20-1,107,divexp,-745.481248102767,-745.4812481027672,1.5250127083806125e-14,26.56
scip,knapsack,knapsack-20-1,108,sqrt,-755.052768273529,-755.0521082874283,8.740926838733122e-5,3.59
scip,knapsack,knapsack-20-1,109,square,-722.795399290009,-722.7953992900091,1.572877163209518e-14,3.4
scip,knapsack,knapsack-10-2,11,exp,-583.039790609887,-583.0392232876686,9.730420246909741e-5,14.01
scip,knapsack,knapsack-20-1,110,log,-770.386577566558,-770.3862683535963,4.013737657541877e-5,3.54
scip,knapsack,knapsack-20-2,111,exp,-967.199658609656,-967.174743225896,0.002576033142507419,3603.35
scip,knapsack,knapsack-20-2,112,cubic,-454.746329909239,-453.8306952977988,0.20135063247744586,3603.49
scip,knapsack,knapsack-20-2,113,sinabc1,-442.498781925556,-442.49833987119894,9.989956472381235e-5,709.36
scip,knapsack,knapsack-20-2,114,sinabc2,-435.687216268478,-435.68721626847775,5.2187364456229643e-14,1004.92
scip,knapsack,knapsack-20-2,115,sinabc3,-475.061334517301,-472.99855816976253,0.43421263690812223,3603.28
scip,knapsack,knapsack-20-2,117,divexp,-451.558912786632,-451.55891278663216,3.776478589029688e-14,45.33
scip,knapsack,knapsack-20-2,118,sqrt,-456.219814049187,-456.2195460972845,5.8733069950829046e-5,3.85
scip,knapsack,knapsack-20-2,119,square,-427.789448721259,-427.789448721259,0.0,3.56
scip,knapsack,knapsack-10-2,12,cubic,-291.031586684411,-291.0315866844112,5.85951025196944e-14,8.02
scip,knapsack,knapsack-20-2,120,log,-471.317942725695,-471.317702101509,5.105347456416086e-5,3.32
scip,knapsack,knapsack-20-3,121,exp,-1741.7917393519,-1741.7900182091566,9.881449685273797e-5,197.68
scip,knapsack,knapsack-20-3,122,cubic,-910.416796137785,-836.8658889624505,8.078817030546423,3603.18
scip,knapsack,knapsack-20-3,123,sinabc1,-821.639948299662,-821.6391320223265,9.934732813219846e-5,131.05
scip,knapsack,knapsack-20-3,124,sinabc2,-822.760987197115,-822.7609871971152,2.763544686505151e-14,107.19
scip,knapsack,knapsack-20-3,125,sinabc3,-1.0e12,1.0e12,200.0,Inf
scip,knapsack,knapsack-20-3,127,divexp,-869.62248588446,-869.6224858844604,3.9219376074201697e-14,67.28
scip,knapsack,knapsack-20-3,128,sqrt,-844.74891606862,-844.7489160686201,1.3458062574463378e-14,3.55
scip,knapsack,knapsack-20-3,129,square,-808.062304338993,-808.0623043389935,5.627627330771901e-14,3.5
scip,knapsack,knapsack-10-2,13,sinabc1,-286.556433985581,-286.5561756626687,9.014730841084077e-5,4.44
scip,knapsack,knapsack-20-3,130,log,-860.405730374684,-860.405060065437,7.790618115464482e-5,3.46
scip,knapsack,knapsack-20-4,131,exp,-1115.24969690002,-1115.248605767732,9.783748795843348e-5,77.72
scip,knapsack,knapsack-20-4,132,cubic,-549.201893718016,-549.2018937180161,2.0700372489973195e-14,3238.8
scip,knapsack,knapsack-20-4,133,sinabc1,-536.672847960209,-536.6723126522227,9.97456808802025e-5,86.35
scip,knapsack,knapsack-20-4,134,sinabc2,-535.040002956395,-535.0400029563955,8.499314974090357e-14,54.8
scip,knapsack,knapsack-20-4,135,sinabc3,-1.0e12,1.0e12,200.0,Inf
scip,knapsack,knapsack-20-4,137,divexp,-552.513987591984,-552.5139875919842,4.115256455935031e-14,13.14
scip,knapsack,knapsack-20-4,138,sqrt,-547.710477793341,-547.7102871629049,3.4804964274337205e-5,3.23
scip,knapsack,knapsack-20-4,139,square,-535.083496245207,-535.0834962452074,6.373968092048082e-14,3.34
scip,knapsack,knapsack-10-2,14,sinabc2,-286.187274988143,-286.18727498814275,7.944926113596503e-14,4.22
scip,knapsack,knapsack-20-4,140,log,-555.465764801909,-555.4654648361145,5.400257108879706e-5,3.26
scip,knapsack,knapsack-20-5,141,exp,-1782.58484762136,-1782.5830675994282,9.985622475200761e-5,232.59
scip,knapsack,knapsack-20-5,142,cubic,-1.0e12,1.0e12,200.0,Inf
scip,knapsack,knapsack-20-5,143,sinabc1,-840.227667618669,-840.2268304157368,9.964001001797381e-5,152.97
scip,knapsack,knapsack-20-5,144,sinabc2,-828.121045759921,-828.1210457599207,4.118486239555422e-14,84.41
scip,knapsack,knapsack-20-5,145,sinabc3,-877.55758749496,-875.8224152790121,0.19772744725517025,3603.21
scip,knapsack,knapsack-20-5,147,divexp,-862.098891016497,-862.0988910164965,5.274886160104829e-14,31.45
scip,knapsack,knapsack-20-5,148,sqrt,-857.238888892045,-857.2386553581326,2.724257093218522e-5,3.24
scip,knapsack,knapsack-20-5,149,square,-805.259313392902,-805.2593133929018,1.411804071443828e-14,3.45
scip,knapsack,knapsack-10-2,15,sinabc3,-291.700100686323,-291.6998116740264,9.907857279618765e-5,24.35
scip,knapsack,knapsack-20-5,150,log,-876.546545227171,-876.5459483927848,6.808929764937598e-5,3.3
scip,knapsack,knapsack-20-6,151,exp,-1247.5892626811,-1247.5880708943198,9.552717516348458e-5,569.68
scip,knapsack,knapsack-20-6,152,cubic,-649.901127495191,1.0e12,100.0000000649901,Inf
scip,knapsack,knapsack-20-6,153,sinabc1,-587.202090633555,-587.2015042751584,9.985631965050148e-5,122.77
scip,knapsack,knapsack-20-6,154,sinabc2,-582.673523429166,-582.6729415600482,9.986194574017839e-5,334.71
scip,knapsack,knapsack-20-6,155,sinabc3,-617.991868588502,-612.8306922423943,0.8351527922035404,3603.15
scip,knapsack,knapsack-20-6,157,divexp,-607.33970778197,-607.3397077819699,1.8718821816674086e-14,39.32
scip,knapsack,knapsack-20-6,158,sqrt,-603.13604074778,-603.1358166314287,3.7158507563428304e-5,3.29
scip,knapsack,knapsack-20-6,159,square,-575.627174126186,-575.6271741261857,5.925024538366956e-14,3.62
scip,knapsack,knapsack-20-6,160,log,-617.553653528429,-617.5534857628494,2.716615449227077e-5,3.27
scip,knapsack,knapsack-20-7,161,exp,-1116.21115651473,-1116.2100417911852,9.986672667459678e-5,445.97
scip,knapsack,knapsack-20-7,162,cubic,-533.506151176832,-523.7864340984752,1.8218566096972995,3603.32
scip,knapsack,knapsack-20-7,163,sinabc1,-515.07982899645,-515.0793159642348,9.960246672451406e-5,48.17
scip,knapsack,knapsack-20-7,164,sinabc2,-504.629409272272,-504.6289139219765,9.816120234401589e-5,651.19
scip,knapsack,knapsack-20-7,165,sinabc3,-549.756149929664,-547.6002625622414,0.3921533879518226,3603.23
scip,knapsack,knapsack-20-7,167,divexp,-523.835279649104,-523.8352796491037,6.51083511200908e-14,20.95
scip,knapsack,knapsack-20-7,168,sqrt,-530.01466185578,-530.0142676589227,7.437470803811805e-5,3.47
scip,knapsack,knapsack-20-7,169,square,-491.310028085083,-491.3100280850833,5.784882824635127e-14,3.54
scip,knapsack,knapsack-10-2,17,divexp,-287.891199619532,-287.8911996195325,1.5795805897764266e-13,3.78
scip,knapsack,knapsack-20-7,170,log,-548.161819835732,-548.1616776824118,2.5932729181055596e-5,3.28
scip,knapsack,knapsack-20-8,171,exp,-1269.2844236264,-1269.2835296012593,7.043536689512264e-5,1212.91
scip,knapsack,knapsack-20-8,172,cubic,-618.127017362462,-604.768783123915,2.1610824091699374,3603.18
scip,knapsack,knapsack-20-8,173,sinabc1,-592.303726298635,-592.3031425524533,9.855521005761572e-5,87.17
scip,knapsack,knapsack-20-8,174,sinabc2,-592.044654860424,-592.0446548604237,3.8404818551539154e-14,173.86
scip,knapsack,knapsack-20-8,175,sinabc3,-625.894100953423,-624.1822480063438,0.2735052055086618,3603.22
scip,knapsack,knapsack-20-8,177,divexp,-627.305955548282,-627.3059555482823,5.4369085794307826e-14,55.22
scip,knapsack,knapsack-20-8,178,sqrt,-611.804384610807,-611.8039343901564,7.358898724860425e-5,3.34
scip,knapsack,knapsack-20-8,179,square,-578.859960635538,-578.85984515507,1.9949638213874474e-5,3.23
scip,knapsack,knapsack-10-2,18,sqrt,-289.296572732757,-289.2963290811597,8.422208220937082e-5,3.31
scip,knapsack,knapsack-20-8,180,log,-626.657759061888,-626.6575134352505,3.919629716976545e-5,3.33
scip,knapsack,knapsack-20-9,181,exp,-1355.41382580784,-1355.4124724331734,9.984955449834219e-5,722.44
scip,knapsack,knapsack-20-9,182,cubic,-656.928186694303,-656.9281866943032,3.461164858633761e-14,2042.39
scip,knapsack,knapsack-20-9,183,sinabc1,-644.9505307986,-644.9498872811466,9.977780040648484e-5,166.48
scip,knapsack,knapsack-20-9,184,sinabc2,-642.189744646076,-642.1897446460756,5.310899403303514e-14,56.87
scip,knapsack,knapsack-20-9,185,sinabc3,-679.135323672478,-671.9516602764254,1.0577661249022268,3603.02
scip,knapsack,knapsack-20-9,187,divexp,-666.254288987443,-666.254288987443,0.0,32.68
scip,knapsack,knapsack-20-9,188,sqrt,-657.552166356476,-657.5521663564764,5.1868206146240605e-14,3.21
scip,knapsack,knapsack-20-9,189,square,-634.30377221868,-634.3037722186805,7.169236110575847e-14,3.35
scip,knapsack,knapsack-10-2,19,square,-284.847607929318,-284.8476079293178,5.986718927432221e-14,3.58
scip,knapsack,knapsack-20-9,190,log,-668.074934837978,-668.0747234355138,3.164352578788591e-5,3.18
scip,knapsack,knapsack-20-10,191,exp,-1698.7070633505,-1698.705366355026,9.989924164451085e-5,3583.22
scip,knapsack,knapsack-20-10,192,cubic,-1.0e12,1.0e12,200.0,Inf
scip,knapsack,knapsack-20-10,193,sinabc1,-790.713671563801,-790.7128835847703,9.965415534992973e-5,223.01
scip,knapsack,knapsack-20-10,194,sinabc2,-790.20182588219,-790.2018258821901,1.4387063405566645e-14,144.96
scip,knapsack,knapsack-20-10,195,sinabc3,-1.0e12,1.0e12,200.0,Inf
scip,knapsack,knapsack-20-10,197,divexp,-862.534853710488,-862.5339923642574,9.986219419775827e-5,602.36
scip,knapsack,knapsack-20-10,198,sqrt,-820.844105842761,-820.8436643152328,5.3789449795293455e-5,3.08
scip,knapsack,knapsack-20-10,199,square,-782.073603595647,-782.0736035956473,4.3609771714170444e-14,3.41
scip,knapsack,knapsack-10-1,2,cubic,-410.886729336684,-410.8867293366837,8.300596948347296e-14,6.88
scip,knapsack,knapsack-10-2,20,log,-290.617417343497,-290.61721854988684,6.840388712961117e-5,3.07
scip,knapsack,knapsack-20-10,200,log,-840.100542679395,-840.1001847078851,4.261055572170205e-5,3.5
scip,knapsack,knapsack-50-1,201,exp,-3528.85827604642,-3394.2765069629886,3.813748202838315,3603.48
scip,knapsack,knapsack-50-1,202,cubic,-2401.63087681877,-1543.0588841423125,35.74954007144231,3603.06
scip,knapsack,knapsack-50-1,203,sinabc1,-1612.63490280005,-1610.0425392030734,0.16075328597163802,3603.42
scip,knapsack,knapsack-50-1,204,sinabc2,-1741.74275241714,-1553.8729176376241,10.78631356546744,3603.16
scip,knapsack,knapsack-50-1,205,sinabc3,-1909.47254632062,-1698.0237940179054,11.07367334032412,3603.19
scip,knapsack,knapsack-50-1,207,divexp,-1754.37003438484,-1688.490316317774,3.755178028343741,3603.07
scip,knapsack,knapsack-50-1,208,sqrt,-1640.44230870521,-1640.440831644161,9.004041416798102e-5,4.61
scip,knapsack,knapsack-50-1,209,square,-1571.74820588539,-1571.7482058853873,1.735954967279118e-13,3.34
scip,knapsack,knapsack-10-3,21,exp,-476.308110421934,-476.3076382849554,9.912427864873377e-5,16.81
scip,knapsack,knapsack-50-1,210,log,-1670.61664158982,-1670.6158058005449,5.00287890236816e-5,3.32
scip,knapsack,knapsack-50-2,211,exp,-3553.27037607403,-3389.6719286020884,4.604165463273859,3603.05
scip,knapsack,knapsack-50-2,212,cubic,-2415.07743924469,-1581.4903169275924,34.51595831965538,3603.07
scip,knapsack,knapsack-50-2,213,sinabc1,-1634.16826728118,-1633.3142544316338,0.05225978662326672,3603.29
scip,knapsack,knapsack-50-2,214,sinabc2,-1722.23982844745,-1590.8402447169312,7.629575251953831,3603.3
scip,knapsack,knapsack-50-2,215,sinabc3,-1953.4696103331,-1697.0985032855751,13.123885096109031,3603.28
scip,knapsack,knapsack-50-2,217,divexp,-1764.69947000498,-1646.7005037147094,6.6866323867563455,3603.23
scip,knapsack,knapsack-50-2,218,sqrt,-1662.50273726359,-1662.5016773595323,6.375352256129711e-5,3.68
scip,knapsack,knapsack-50-2,219,square,-1620.93101776738,-1620.931017767381,7.013675256717874e-14,3.9
scip,knapsack,knapsack-10-3,22,cubic,-224.935087547319,-224.93508754731866,1.516261944206904e-13,12.98
scip,knapsack,knapsack-50-2,220,log,-1683.22332684211,-1683.2222363232656,6.478753157889981e-5,3.09
scip,knapsack,knapsack-50-3,221,exp,-3341.28470937574,-3205.1095305780937,4.075533534018665,3603.22
scip,knapsack,knapsack-50-3,222,cubic,-2279.80423382386,-1478.3583256381162,35.15415474255429,3603.26
scip,knapsack,knapsack-50-3,223,sinabc1,-1543.16883013536,-1538.6805195241218,0.29085026366456956,3603.22
scip,knapsack,knapsack-50-3,224,sinabc2,-1633.43291170808,-1516.9334301264596,7.132186497931947,3603.33
scip,knapsack,knapsack-50-3,225,sinabc3,-1833.11295065415,-1594.2350954201768,13.031267666770294,3603.03
scip,knapsack,knapsack-50-3,227,divexp,-1674.36640127055,-1619.8287608759435,3.2572106292399363,3603.16
scip,knapsack,knapsack-50-3,228,sqrt,-1569.29190476519,-1569.2905149696935,8.856194901577893e-5,3.75
scip,knapsack,knapsack-50-3,229,square,-1527.26464027819,-1527.2646402781947,3.1264045918316577e-13,3.42
scip,knapsack,knapsack-10-3,23,sinabc1,-219.043087970457,-219.04289140993808,8.973600616711129e-5,4.94
scip,knapsack,knapsack-50-3,230,log,-1592.07510573937,-1592.0744589526357,4.062539084488791e-5,3.38
scip,knapsack,knapsack-50-4,231,exp,-3583.52944266746,-3439.381303964774,4.0225186093458465,3603.29
scip,knapsack,knapsack-50-4,232,cubic,-2468.92724570856,-1468.0701961877935,40.53813457891221,3603.18
scip,knapsack,knapsack-50-4,233,sinabc1,-1655.77016169011,-1655.1382576652022,0.03816375240526842,3603.2
scip,knapsack,knapsack-50-4,234,sinabc2,-1789.66957895703,-1578.4634281070144,11.80140475836331,3603.5
scip,knapsack,knapsack-50-4,235,sinabc3,-1959.982517236,-1716.1875624275017,12.438629052278587,3603.38
scip,knapsack,knapsack-50-4,237,divexp,-1776.68123683038,-1711.7752030339389,3.653217721386769,3603.26
scip,knapsack,knapsack-50-4,238,sqrt,-1680.06022771294,-1680.0585708443405,9.861959543524653e-5,3.83
scip,knapsack,knapsack-50-4,239,square,-1638.85680489127,-1638.8568048912682,1.1099135678705849e-13,3.36
scip,knapsack,knapsack-10-3,24,sinabc2,-220.350214010603,-220.35021401060308,3.869527818434936e-14,6.31
scip,knapsack,knapsack-50-4,240,log,-1702.62127633011,-1702.6203667944667,5.341972733475379e-5,3.26
scip,knapsack,knapsack-50-5,241,exp,-4139.61881872502,-3904.5858902944574,5.67764663179668,3603.16
scip,knapsack,knapsack-50-5,242,cubic,-2813.53057891984,-1806.5837994581887,35.78943790432285,3603.36
scip,knapsack,knapsack-50-5,243,sinabc1,-1842.57350319377,-1840.4599210966871,0.1147081564680764,3603.2
scip,knapsack,knapsack-50-5,244,sinabc2,-2030.37669486461,-1760.235658243751,13.304971304296448,3603.14
scip,knapsack,knapsack-50-5,245,sinabc3,-2200.79504927562,-1934.2982632648984,12.109114208451057,3603.4
scip,knapsack,knapsack-50-5,247,divexp,-2047.29352207446,-1906.70069193346,6.867253211378392,3603.31
scip,knapsack,knapsack-50-5,248,sqrt,-1888.83925186746,-1888.8376574043366,8.441497188467413e-5,3.88
scip,knapsack,knapsack-50-5,249,square,-1804.93581295076,-1804.9358129507555,2.519465499125037e-13,3.92
scip,knapsack,knapsack-10-3,25,sinabc3,-1.0e12,1.0e12,200.0,Inf
scip,knapsack,knapsack-50-5,250,log,-1935.76405271294,-1935.7623100415951,9.002498741300648e-5,3.3
scip,knapsack,knapsack-50-6,251,exp,-3884.55762981645,-3662.2479276232343,5.7229091026182095,3603.42
scip,knapsack,knapsack-50-6,252,cubic,-2670.23113969589,-1705.0774726821082,36.144948377903425,3603.2
scip,knapsack,knapsack-50-6,253,sinabc1,-1732.28927770204,-1722.5310270777304,0.5633153047771733,3603.39
scip,knapsack,knapsack-50-6,254,sinabc2,-1879.91359800506,-1657.1118332777614,11.8517023848188,3603.21
scip,knapsack,knapsack-50-6,255,sinabc3,-2035.90618858363,-1824.8906548407226,10.364698281589773,3603.22
scip,knapsack,knapsack-50-6,257,divexp,-1936.30780055106,-1751.3383562859963,9.552688070172657,3603.06
scip,knapsack,knapsack-50-6,258,sqrt,-1758.25616139911,-1758.254417572321,9.917933616322887e-5,4.86
scip,knapsack,knapsack-50-6,259,square,-1682.03115720683,-1682.0311572068256,2.5683827644401896e-13,3.64
scip,knapsack,knapsack-50-6,260,log,-1799.85167435568,-1799.850926473195,4.1552450998345756e-5,3.22
scip,knapsack,knapsack-50-7,261,exp,-3170.45849852061,-2989.1532933870762,5.71857998513887,3603.22
scip,knapsack,knapsack-50-7,262,cubic,-2186.86378892418,-1351.8683802747053,38.182323603256876,3603.11
scip,knapsack,knapsack-50-7,263,sinabc1,-1416.96944719703,-1414.0775293892234,0.20409175466183496,3603.37
scip,knapsack,knapsack-50-7,264,sinabc2,-1523.70896895936,-1349.4627691793553,11.43566148980594,3603.0
scip,knapsack,knapsack-50-7,265,sinabc3,-1698.90451262124,-1495.6683979866068,11.962774430509937,3603.18
scip,knapsack,knapsack-50-7,267,divexp,-1541.70705065181,-1446.0083753985252,6.20731903722078,3603.24
scip,knapsack,knapsack-50-7,268,sqrt,-1435.45580977106,-1435.454994782278,5.677560929565149e-5,3.54
scip,knapsack,knapsack-50-7,269,square,-1377.40464461992,-1377.4044883474087,1.1345432287211297e-5,3.74
scip,knapsack,knapsack-10-3,27,divexp,-223.45400162985,-223.45400162985024,1.0175413006023258e-13,4.52
scip,knapsack,knapsack-50-7,270,log,-1467.24622598602,-1467.2455263233971,4.7685426642994095e-5,3.36
scip,knapsack,knapsack-50-8,271,exp,-3458.88147281829,-3282.8033907996346,5.090607567861741,3603.35
scip,knapsack,knapsack-50-8,272,cubic,-2354.17606397847,-1539.6809529374955,34.597884308810286,3603.3
scip,knapsack,knapsack-50-8,273,sinabc1,-1571.11903017442,-1567.5340692980574,0.22817882079657834,3603.15
scip,knapsack,knapsack-50-8,274,sinabc2,-1690.39368014346,-1482.6457224047142,12.289915667521582,3603.14
scip,knapsack,knapsack-50-8,275,sinabc3,-1871.63385124371,-1641.3650570554444,12.303089839674087,3603.1
scip,knapsack,knapsack-50-8,277,divexp,-1711.8176811035,-1571.494199562517,8.197338016191386,3603.2
scip,knapsack,knapsack-50-8,278,sqrt,-1594.96680252153,-1594.9652277901264,9.87312965522279e-5,4.24
scip,knapsack,knapsack-50-8,279,square,-1536.32281200091,-1536.3228120009114,8.879917957363397e-14,3.36
scip,knapsack,knapsack-10-3,28,sqrt,-230.767495032702,-230.7673893074928,4.581460190751347e-5,3.43
scip,knapsack,knapsack-50-8,280,log,-1625.35090978531,-1625.3499762034742,5.743878630957008e-5,3.52
scip,knapsack,knapsack-50-9,281,exp,-3677.64596112356,-3587.863567655232,2.441300615051548,3603.16
