solving instance mcnd arcs c100_400_30_V_T_10 3 6 cubic
Set parameter TokenServer to value "licences.gerad.lan"
Set parameter MIPGap to value 1e-06
Set parameter FuncPieceError to value 1e-06
Set parameter Threads to value 1
Set parameter FuncPieces to value -2
Set parameter TimeLimit to value 3600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "AlmaLinux 9.6 (Sage Margay)")

CPU model: Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 56 physical cores, 56 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3600
MIPGap  1e-06
Threads  1
FuncPieces  -2
FuncPieceError  1e-06

Optimize a model with 16800 rows, 13800 columns and 87100 nonzeros
Model fingerprint: 0x2c0dab09
Model has 400 function constraints treated as nonlinear
  400 POLY
Variable types: 13300 continuous, 500 integer (500 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+04]
  Objective range  [1e+00, 1e+02]
  Bounds range     [3e+00, 1e+10]
  RHS range        [5e+00, 5e+01]
Warning: Model contains large bounds
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Presolve removed 4809 rows and 697 columns
Presolve time: 0.55s
Presolved: 15191 rows, 13104 columns, 81391 nonzeros
Presolved model has 400 nonlinear constraint(s)

Solving non-convex MINLP

Variable types: 12712 continuous, 392 integer (392 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   10686    5.5598496e+05   9.797163e+05   0.000000e+00      5s
   15706    5.8051762e+05   6.116309e+04   0.000000e+00     10s
   19446    5.9086098e+05   9.867782e+03   0.000000e+00     15s
   23006    5.9784335e+05   2.202575e+03   0.000000e+00     20s
   25167    5.9918792e+05   0.000000e+00   0.000000e+00     23s

Root relaxation: objective 5.991879e+05, 25167 iterations, 22.72 seconds (11.81 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 599187.922    0  453          - 599187.922      -     -   23s
  2463  1546 858432.201  455  148 863337.255 707858.935  18.0%   329 2155s
  2467  1548 803998.941  280  154 863337.255 707890.011  18.0%   328 2160s
  2473  1552 858286.004  569  155 863337.255 707947.484  18.0%   327 2165s
  2478  1556 862678.702  649  149 863337.255 707995.362  18.0%   327 2170s
  2486  1561 855215.920  481  155 863337.255 708011.509  18.0%   326 2175s
  2492  1565 863211.352  770  153 863337.255 708032.787  18.0%   325 2180s
  NLP heuristic elapsed time = 5.00s
  NLP heuristic elapsed time = 10.00s
  NLP heuristic elapsed time = 15.02s
  2501  1572 855240.895  464  217 863337.255 708034.970  18.0%   360 2225s
  2502  1573 761575.463  141  180 863337.255 708034.970  18.0%   360 2251s
  2503  1574 755282.454  112  158 863337.255 708034.970  18.0%   360 2261s
  2504  1574 803567.555  270  149 863337.255 708034.970  18.0%   360 2275s
  2506  1576 859287.216  508  154 863337.255 708207.463  18.0%   359 2280s
  2509  1578 859458.346  586  154 863337.255 708297.701  18.0%   359 2285s
  2512  1580 803582.064  274  143 863337.255 708407.857  17.9%   359 2290s
  2516  1582 863224.592  739  151 863337.255 708457.620  17.9%   358 2295s
  2520  1585 855538.142  492  150 863337.255 708530.410  17.9%   357 2300s
  2524  1588 814136.489  297  145 863337.255 708596.641  17.9%   357 2305s
  2529  1591 863169.414  718  147 863337.255 708604.661  17.9%   356 2310s
  2530  1592 855013.876  447  147 863337.255 708611.602  17.9%   356 2333s
  NLP heuristic elapsed time = 5.02s
  NLP heuristic elapsed time = 10.00s
  2531  1592 863273.199  820  147 863337.255 708611.602  17.9%   356 2377s
  2532  1595 714133.451   21  391 863337.255 714133.451  17.3%   385 2440s
  2533  1596 716791.382   21  390 863337.255 714133.451  17.3%   385 2460s
  2534  1596 714248.364   22  391 863337.255 714133.451  17.3%   385 2484s
  2535  1597 715040.059   22  380 863337.255 714248.364  17.3%   385 2505s
  2536  1598 714934.821   23  390 863337.255 714248.364  17.3%   385 2525s
  2537  1598 714248.364   23  391 863337.255 714248.364  17.3%   385 2545s
  2538  1599 716645.433   24  389 863337.255 714248.364  17.3%   390 2582s
  2539  1600 732595.183   24  385 863337.255 714934.821  17.2%   392 2609s
  2540  1600 717049.521   25  389 863337.255 714934.821  17.2%   392 2627s
  2541  1601 716725.485   25  389 863337.255 714934.821  17.2%   392 2644s
  2542  1602 722294.603   26  372 863337.255 714934.821  17.2%   415 2734s
  2543  1602 719827.358   26  374 863337.255 714934.821  17.2%   422 2770s
  2544  1603 722586.000   27  377 863337.255 714934.821  17.2%   424 2792s
  2545  1604 729003.565   27  357 863337.255 714934.821  17.2%   426 2819s
  2546  1604 723820.291   28  371 863337.255 714934.821  17.2%   447 2882s
  2547  1605 731812.824   28  358 863337.255 714934.821  17.2%   448 2900s
  2548  1606 724146.659   29  371 863337.255 714934.821  17.2%   448 2910s
  2549  1606 724005.315   29  369 863337.255 714934.821  17.2%   448 2922s
  2550  1607 724164.223   30  372 863337.255 714934.821  17.2%   450 2944s
  2551  1608 724266.392   30  369 863337.255 714934.821  17.2%   450 2955s
  2552  1608 724371.159   31  372 863337.255 714934.821  17.2%   450 2966s
  2553  1609 724298.490   31  369 863337.255 714934.821  17.2%   450 2977s
