solver,problem,instance,gridno,cost,dualbound,primalbound,gap,cpu
couenne,knapsack,knapsack-50-8,274,sinabc2,-2415.673,-1552.486,35.732775090005966,3600.1
couenne,knapsack,knapsack-50-8,275,sinabc3,-2049.51,-1640.438,19.959502515235354,3600.1
couenne,knapsack,knapsack-50-8,277,divexp,-1746.034,-1381.87,20.85663853052118,3600.1
couenne,knapsack,knapsack-50-8,279,square,-1536.323,-1536.323,0.0,2.6622
couenne,knapsack,knapsack-50-8,280,log,-1625.35,-1625.35,0.0,2.17106
couenne,knapsack,knapsack-50-9,281,exp,-3718.544,-3548.512,4.572542371422785,3600.1
couenne,knapsack,knapsack-50-9,282,cubic,-2431.475,-1762.274,27.522429800841053,3600.1
couenne,knapsack,knapsack-50-9,283,sinabc1,-1837.496,-1748.538,4.84126223948243,3600.1
couenne,knapsack,knapsack-50-9,284,sinabc2,-2746.208,-1745.273,36.44789469697853,3600.1
couenne,knapsack,knapsack-50-9,285,sinabc3,-2248.706,-1804.749,19.742776512358667,3600.1
couenne,knapsack,knapsack-50-9,287,divexp,-1865.074,-1529.715,17.98100236237276,3600.1
couenne,knapsack,knapsack-50-9,289,square,-1739.117,-1739.117,0.0,2.10102
couenne,knapsack,knapsack-10-3,29,square,-209.7617,-209.7617,0.0,0.124987
couenne,knapsack,knapsack-50-9,290,log,-1781.488,-1781.488,0.0,21.2473
couenne,knapsack,knapsack-50-10,291,exp,-4411.923,-4025.758,8.75275928433021,3600.1
couenne,knapsack,knapsack-50-10,292,cubic,-2752.342,-1919.018,30.276905994967194,3600.1
couenne,knapsack,knapsack-50-10,293,sinabc1,-2029.32,-1941.964,4.304693197721404,3600.1
couenne,knapsack,knapsack-50-10,294,sinabc2,-2926.0,-1915.463,34.536466165413536,3600.1
couenne,knapsack,knapsack-50-10,295,sinabc3,-2556.841,-2052.5,19.725160852786697,3600.1
couenne,knapsack,knapsack-50-10,297,divexp,-2216.817,-1721.198,22.35723562206533,3600.1
couenne,knapsack,knapsack-50-10,299,square,-1876.542,-1876.542,0.0,3.16663
couenne,knapsack,knapsack-10-1,3,sinabc1,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-10-3,30,log,-238.569,-238.569,0.0,0.034999
couenne,knapsack,knapsack-50-10,300,log,-2034.246,-2034.246,0.0,2.44474
couenne,knapsack,knapsack-100-1,301,exp,-7182.125,-6524.226,9.160227648502364,3600.1
couenne,knapsack,knapsack-100-1,302,cubic,-4858.251,-3181.114,34.521415217122374,3600.1
couenne,knapsack,knapsack-100-1,303,sinabc1,-3456.6,-3193.183,7.620696638315105,3600.1
couenne,knapsack,knapsack-100-1,304,sinabc2,-5245.986,-3177.781,39.424523816876366,3600.1
couenne,knapsack,knapsack-100-1,305,sinabc3,-4241.041,-3366.57,20.619253621929143,3600.1
couenne,knapsack,knapsack-100-1,307,divexp,-3611.191,-2820.336,21.900115502060125,3600.1
couenne,knapsack,knapsack-100-1,309,square,-3153.537,-3153.537,0.0,5.51649
couenne,knapsack,knapsack-10-4,31,exp,-774.3601,-774.3601,0.0,0.93339
couenne,knapsack,knapsack-100-1,310,log,-3321.015,-3321.002,0.0003914465908741745,3610.55
couenne,knapsack,knapsack-100-2,311,exp,-7019.667,-6419.84,8.544949496892091,3600.1
couenne,knapsack,knapsack-100-2,312,cubic,-4714.901,-3122.482,33.77417680668162,3600.1
couenne,knapsack,knapsack-100-2,313,sinabc1,-3353.328,-3098.45,7.600747675145413,3600.1
couenne,knapsack,knapsack-100-2,314,sinabc2,-5146.072,-3090.44,39.9456517514718,3600.1
couenne,knapsack,knapsack-100-2,315,sinabc3,-4125.684,-3255.13,21.100840490934353,3600.1
couenne,knapsack,knapsack-100-2,317,divexp,-3531.402,-2904.747,17.745218471304035,3600.1
couenne,knapsack,knapsack-100-2,319,square,-3065.31,-3065.31,0.0,5.83428
couenne,knapsack,knapsack-10-4,32,cubic,-389.0887,-389.0887,0.0,3.88935
couenne,knapsack,knapsack-100-2,320,log,-3242.857,-3242.857,0.0,7.20316
couenne,knapsack,knapsack-100-3,321,exp,-7305.452,-6770.453,7.323284034991945,3600.1
couenne,knapsack,knapsack-100-3,322,cubic,-4916.976,-3345.246,31.965378720579473,3600.1
couenne,knapsack,knapsack-100-3,323,sinabc1,-3557.487,-3284.201,7.681995745873422,3600.1
couenne,knapsack,knapsack-100-3,324,sinabc2,-5437.464,-3303.073,39.253427700854665,3600.1
couenne,knapsack,knapsack-100-3,325,sinabc3,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-100-3,327,divexp,-3675.886,-2933.464,20.19708989887064,3600.1
couenne,knapsack,knapsack-100-3,329,square,-3282.694,-3282.694,0.0,11.8028
couenne,knapsack,knapsack-10-4,33,sinabc1,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-100-3,330,log,-3420.068,-3420.068,0.0,28.4748
couenne,knapsack,knapsack-100-4,331,exp,-7236.281,-6640.734,8.23001483773225,3600.1
couenne,knapsack,knapsack-100-4,332,cubic,-4876.747,-3158.705,35.22926245712563,3600.1
couenne,knapsack,knapsack-100-4,333,sinabc1,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-100-4,334,sinabc2,-5263.391,-3171.273,39.748481539752596,3600.1
couenne,knapsack,knapsack-100-4,335,sinabc3,-4262.825,-3368.405,20.981860620597832,3600.1
couenne,knapsack,knapsack-100-4,337,divexp,-3635.232,-2788.076,23.30404221793822,3600.1
couenne,knapsack,knapsack-100-4,339,square,-3152.351,-3152.351,0.0,7.20798
couenne,knapsack,knapsack-10-4,34,sinabc2,-385.8886,-385.8886,0.0,0.231601
couenne,knapsack,knapsack-100-4,340,log,-3337.993,-3337.993,0.0,64.5862
couenne,knapsack,knapsack-100-5,341,exp,-6648.158,-6180.988,7.02705922452505,3600.1
couenne,knapsack,knapsack-100-5,342,cubic,-4514.89,-2890.188,35.985417141945874,3600.1
couenne,knapsack,knapsack-100-5,343,sinabc1,-3259.315,-3029.243,7.058906549382312,3600.1
couenne,knapsack,knapsack-100-5,344,sinabc2,-4896.334,-3017.014,38.382185529010066,3600.1
couenne,knapsack,knapsack-100-5,345,sinabc3,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-100-5,347,divexp,-3342.996,-2626.821,21.42314857690527,3600.1
couenne,knapsack,knapsack-100-5,349,square,-2994.734,-2994.734,0.0,7.99102
couenne,knapsack,knapsack-10-4,35,sinabc3,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-100-5,350,log,-3128.693,-3128.693,0.0,2490.42
couenne,knapsack,knapsack-100-6,351,exp,-6995.459,-6355.842,9.143317114716849,3600.1
couenne,knapsack,knapsack-100-6,352,cubic,-4618.009,-3097.607,32.92332258339037,3600.1
couenne,knapsack,knapsack-100-6,353,sinabc1,-3299.427,-3030.68,8.145262798661717,3600.1
couenne,knapsack,knapsack-100-6,354,sinabc2,-5059.79,-3026.664,40.18202336460603,3600.1
couenne,knapsack,knapsack-100-6,355,sinabc3,-4041.48,-3191.172,21.03952017577719,3600.1
couenne,knapsack,knapsack-100-6,357,divexp,-3516.463,-2731.212,22.33070559821048,3600.1
couenne,knapsack,knapsack-100-6,359,square,-2990.85,-2990.85,0.0,10.0677
couenne,knapsack,knapsack-100-6,360,log,-3203.889,-3203.888,3.121206759047292e-5,3608.91
couenne,knapsack,knapsack-100-7,361,exp,-7829.964,-7055.25,9.894221735885376,3600.1
couenne,knapsack,knapsack-100-7,362,cubic,-5256.56,-3430.579,34.73718553578766,3600.1
couenne,knapsack,knapsack-100-7,363,sinabc1,-3681.78,-3421.531,7.068564661658226,3600.1
couenne,knapsack,knapsack-100-7,364,sinabc2,-5631.381,-3381.395,39.9544268093386,3600.1
couenne,knapsack,knapsack-100-7,365,sinabc3,-4588.517,-3610.804,21.307821241590688,3600.1
couenne,knapsack,knapsack-100-7,367,divexp,-3940.585,-2604.436,33.90737669660723,3600.1
couenne,knapsack,knapsack-100-7,369,square,-3352.238,-3352.238,0.0,7.36822
couenne,knapsack,knapsack-10-4,37,divexp,-385.8382,-385.8382,0.0,3.15603
couenne,knapsack,knapsack-100-7,370,log,-3566.433,-3566.432,2.8039220145274755e-5,3607.23
couenne,knapsack,knapsack-100-8,371,exp,-6475.217,-6047.911,6.599099304316745,3600.1
couenne,knapsack,knapsack-100-8,372,cubic,-4354.326,-2995.685,31.202096489789692,3600.1
couenne,knapsack,knapsack-100-8,373,sinabc1,-3167.339,-2944.458,7.036853333350168,3600.1
couenne,knapsack,knapsack-100-8,374,sinabc2,-4836.035,-2957.035,38.85414394229984,3600.1
couenne,knapsack,knapsack-100-8,375,sinabc3,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-100-8,377,divexp,-3256.623,-2754.283,15.425181238356425,3600.1
couenne,knapsack,knapsack-100-8,379,square,-2944.388,-2944.388,0.0,7.94965
couenne,knapsack,knapsack-100-8,380,log,-3045.346,-3045.346,0.0,0.847745
couenne,knapsack,knapsack-100-9,381,exp,-7799.114,-7110.005,8.835734418037735,3600.1
couenne,knapsack,knapsack-100-9,382,cubic,-5236.035,-3429.9,34.49432633662685,3600.1
couenne,knapsack,knapsack-100-9,383,sinabc1,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-100-9,384,sinabc2,-5639.378,-3366.919,40.29627026242965,3600.1
couenne,knapsack,knapsack-100-9,385,sinabc3,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-100-9,387,divexp,-3921.452,-2901.126,26.019086807641656,3600.1
couenne,knapsack,knapsack-100-9,389,square,-3328.768,-3328.768,0.0,14.4394
couenne,knapsack,knapsack-10-4,39,square,-385.8463,-385.8463,0.0,0.053449
couenne,knapsack,knapsack-100-9,390,log,-3567.109,-3567.109,0.0,2558.37
couenne,knapsack,knapsack-100-10,391,exp,-7264.908,-6808.37,6.284153908074272,3600.1
couenne,knapsack,knapsack-100-10,392,cubic,-4949.71,-3185.521,35.642269951168856,3600.1
couenne,knapsack,knapsack-100-10,393,sinabc1,-3589.065,-3360.769,6.360876718588275,3600.1
couenne,knapsack,knapsack-100-10,394,sinabc2,-5404.525,-3338.404,38.22946512413209,3600.1
couenne,knapsack,knapsack-100-10,395,sinabc3,-4392.326,-3502.048,20.268941786197114,3600.1
couenne,knapsack,knapsack-100-10,397,divexp,-3650.506,-3126.58,14.352147346148724,3600.1
couenne,knapsack,knapsack-100-10,399,square,-3324.785,-3324.785,0.0,8.96789
couenne,knapsack,knapsack-10-1,4,sinabc2,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-10-4,40,log,-387.0773,-387.0773,0.0,0.03298
couenne,knapsack,knapsack-100-10,400,log,-3430.411,-3430.411,0.0,5.98884
couenne,knapsack,knapsack-200-1,401,exp,-14256.51,-13060.02,8.392586965533638,3600.1
couenne,knapsack,knapsack-200-1,402,cubic,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-200-1,403,sinabc1,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-200-1,404,sinabc2,-10617.23,-6296.847,40.6921861916903,3600.1
couenne,knapsack,knapsack-200-1,405,sinabc3,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-200-1,407,divexp,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-200-1,409,square,-6273.552,-6273.552,0.0,13.6238
couenne,knapsack,knapsack-10-5,41,exp,-797.6032,-797.6032,0.0,3.7494
couenne,knapsack,knapsack-200-1,410,log,-6580.663,-6580.657,9.117622342009264e-5,3613.81
couenne,knapsack,knapsack-200-2,411,exp,-14670.3,-13262.65,9.595236634560981,3600.1
couenne,knapsack,knapsack-200-2,412,cubic,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-200-2,413,sinabc1,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-200-2,414,sinabc2,-10944.89,-6451.943,41.05063641571546,3600.1
couenne,knapsack,knapsack-200-2,415,sinabc3,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-200-2,417,divexp,-7385.172,-4232.525,42.68887711755393,3600.1
couenne,knapsack,knapsack-200-2,419,square,-6408.209,-6408.209,0.0,32.3193
couenne,knapsack,knapsack-10-5,42,cubic,-375.7423,-375.7423,0.0,9.52283
couenne,knapsack,knapsack-200-2,420,log,-6760.788,-6760.787,1.4791175219430519e-5,3607.44
couenne,knapsack,knapsack-200-3,421,exp,-15912.71,-14532.4,8.674261015251329,3600.1
couenne,knapsack,knapsack-200-3,422,cubic,-1.0e12,1.0e12,200.0,3600.1
couenne,knapsack,knapsack-200-3,423,sinabc1,-7707.153,-7129.46,7.495543425698181,3600.1
couenne,knapsack,knapsack-200-3,424,sinabc2,-11814.89,-7066.112,40.19316303410358,3600.1
