solver,problem,instance,gridno,cost,dualbound,primalbound,gap,cpu
baron,knapsack,knapsack-50-4,140,cubic,-1687.82978605,-1687.83126478,8.761124592256966e-5,5.66
baron,knapsack,knapsack-50-4,141,divexp,-1759.28155477,-1685.68268421,4.183461729616212,3620.59
baron,knapsack,knapsack-50-4,142,sqrt,-1680.06323617,-1677.52458384,0.15110457007482542,3620.71
baron,knapsack,knapsack-50-4,143,square,-1638.85841427,-1638.85677541,0.00010000009675559905,3.02
baron,knapsack,knapsack-50-4,144,log,-1702.62096558,-1702.62036434,3.531261580266777e-5,3.5
baron,knapsack,knapsack-50-5,145,exp,-4084.68680519,-3888.77515316,4.7962466003776525,3620.33
baron,knapsack,knapsack-50-5,146,cubic,-1891.37261254,-1877.74314652,0.7206124234661806,3619.4
baron,knapsack,knapsack-50-5,147,divexp,-1976.95394523,-1880.23063958,4.8925421800226765,3619.81
baron,knapsack,knapsack-50-5,148,sqrt,-1888.83765347,-1888.05311721,0.0415353992207227,3620.15
baron,knapsack,knapsack-50-5,149,square,-1804.93761694,-1804.935812,0.00010000013203317135,2.97
baron,knapsack,knapsack-10-3,15,divexp,-230.40077398,-222.22100429,3.5502353350210742,3618.27
baron,knapsack,knapsack-50-5,150,log,-1935.76424343,-1935.76230766,0.00010000029738205682,3.01
baron,knapsack,knapsack-50-6,151,exp,-3816.06958858,-3665.40845097,3.9480710221026802,3620.53
baron,knapsack,knapsack-50-6,152,cubic,-1760.98395894,-1761.17593272,0.010900318158641297,818.48
baron,knapsack,knapsack-50-6,153,divexp,-1867.05359275,-1784.32798981,4.430810302459115,3619.18
baron,knapsack,knapsack-50-6,154,sqrt,-1758.25460137,-1757.19655331,0.06017604385483961,3619.44
baron,knapsack,knapsack-50-6,155,square,-1682.03281314,-1682.0311311,0.00010000042726501882,3.03
baron,knapsack,knapsack-50-6,156,log,-1799.85272436,-1799.8509245,0.0001000004042292879,3.1
baron,knapsack,knapsack-50-7,157,exp,-3104.9280702,-2989.16424767,3.728389834246415,3619.79
baron,knapsack,knapsack-50-7,158,cubic,-1436.18626501,-1436.18482882,0.00010000026006650776,8.16
baron,knapsack,knapsack-50-7,159,divexp,-1511.16814756,-1446.7144512,4.265157154355716,3620.33
baron,knapsack,knapsack-10-3,16,sqrt,-230.767389125,-230.767238157,6.541998874191933e-5,3.29
baron,knapsack,knapsack-50-7,160,sqrt,-1435.45951459,-1416.72556047,1.3050841162421067,3619.7
baron,knapsack,knapsack-50-7,161,square,-1377.40595368,-1377.40457627,0.00010000029376610983,3.0
baron,knapsack,knapsack-50-7,162,log,-1467.24699209,-1467.24552485,9.99995234558887e-5,3.08
baron,knapsack,knapsack-50-8,163,exp,-3401.80150549,-3271.44493329,3.83198643394167,3620.04
baron,knapsack,knapsack-50-8,164,cubic,-1594.2507403,-1577.49495794,1.051012989139147,3619.88
baron,knapsack,knapsack-50-8,165,divexp,-1670.5775393,-1599.04986222,4.281613717252009,3620.76
baron,knapsack,knapsack-50-8,166,sqrt,-1594.96521827,-1594.67760214,0.018032752482953805,3620.42
baron,knapsack,knapsack-50-8,167,square,-1536.32434813,-1536.3228118,0.0001000003678914175,2.99
baron,knapsack,knapsack-50-8,168,log,-1625.35043508,-1625.34997407,2.8363729447563543e-5,3.37
baron,knapsack,knapsack-50-9,169,exp,-3640.67016388,-3589.73912426,1.3989468237276603,3623.6
baron,knapsack,knapsack-10-3,17,square,-209.761937596,-209.761727834,0.00010000002974859376,2.74
baron,knapsack,knapsack-50-9,172,sqrt,-1767.30272627,-1767.29540268,0.00041439363449626097,3620.72
baron,knapsack,knapsack-50-9,173,square,-1739.11904534,-1739.11730623,9.999947989051031e-5,2.85
baron,knapsack,knapsack-50-10,175,exp,-4290.36383234,-4099.54303745,4.4476599735348,3620.84
baron,knapsack,knapsack-50-10,176,cubic,-1966.41283465,-1966.41086823,0.00010000036438263896,158.52
baron,knapsack,knapsack-50-10,177,divexp,-2148.25581379,-2014.69382968,6.217229030762736,3627.2
baron,knapsack,knapsack-50-10,178,sqrt,-1982.95910153,-1981.33282316,0.08201270357745223,3620.37
baron,knapsack,knapsack-50-10,179,square,-1876.5436941,-1876.54181755,0.0001000003360451274,3.1
baron,knapsack,knapsack-10-3,18,log,-238.569023785,-238.568991132,1.3687024194154709e-5,2.93
baron,knapsack,knapsack-50-10,180,log,-2034.2479635,-2034.24592925,0.00010000010010832185,3.66
baron,knapsack,knapsack-100-1,181,exp,-6976.0649141,-6748.11986571,3.267530494581239,3620.3
baron,knapsack,knapsack-100-1,182,cubic,-3421.39816888,-3250.69980567,4.989140543846097,3620.21
baron,knapsack,knapsack-100-1,183,divexp,-3454.40802775,-3036.42075163,12.100113037088237,3620.59
baron,knapsack,knapsack-100-1,184,sqrt,-3261.8512644,-3210.21290026,1.5830999010771525,3621.2
baron,knapsack,knapsack-100-1,185,square,-3153.53908078,-3153.53592724,0.000100000029144318,3.2
baron,knapsack,knapsack-100-1,186,log,-3321.01185936,-3321.00853835,9.99999440133297e-5,2.93
baron,knapsack,knapsack-100-2,187,exp,-6548.02260093,-6548.01605291,9.999996028040638e-5,1209.31
baron,knapsack,knapsack-100-2,188,cubic,-3321.86125848,-3180.9999614,4.240432881427883,3620.82
baron,knapsack,knapsack-100-2,189,divexp,-3387.48587915,-3237.92007491,4.415245098454244,3620.71
baron,knapsack,knapsack-10-4,19,exp,-774.360914418,-774.360140057,0.00010000001105532903,2.84
baron,knapsack,knapsack-100-2,190,sqrt,-3093.58109791,-3093.57800433,9.999996451137722e-5,463.04
baron,knapsack,knapsack-100-2,191,square,-3065.31332299,-3065.31025767,0.00010000021782903684,3.0
baron,knapsack,knapsack-100-2,192,log,-3242.8599239,-3242.85668105,9.999969397317304e-5,3.52
baron,knapsack,knapsack-100-3,193,exp,-6886.02785477,-6886.02096875,9.999988593047575e-5,23.67
baron,knapsack,knapsack-100-3,194,cubic,-3522.37027308,-3348.01618505,4.949908002645702,3621.02
baron,knapsack,knapsack-100-3,195,divexp,-3525.65029789,-2864.39172593,18.755648351050127,3620.17
baron,knapsack,knapsack-100-3,196,sqrt,-3373.05788114,-3362.97567618,0.298904000917785,3620.68
baron,knapsack,knapsack-100-3,197,square,-3282.69764256,-3282.69435986,0.00010000007181409946,3.33
baron,knapsack,knapsack-100-3,198,log,-3420.07186763,-3420.06844756,9.999994538389622e-5,2.96
baron,knapsack,knapsack-100-4,199,exp,-7034.82385829,-6767.98017016,3.7931822246771043,3619.99
baron,knapsack,knapsack-10-1,2,cubic,-410.887129492,-410.886718604,0.00010000021185483236,2.81
baron,knapsack,knapsack-10-4,20,cubic,-389.062603489,-389.088651909,0.006694726220410888,2.74
baron,knapsack,knapsack-100-4,200,cubic,-3416.45930299,-3257.33451787,4.657593461767216,3619.41
baron,knapsack,knapsack-100-4,201,divexp,-3480.70853676,-3118.83906608,10.396431268469382,3618.49
baron,knapsack,knapsack-100-4,202,sqrt,-3271.65071744,-3257.57683165,0.4301769047342745,3619.37
baron,knapsack,knapsack-100-4,203,square,-3152.3542115,-3152.35105915,9.999986640663735e-5,3.24
baron,knapsack,knapsack-100-4,204,log,-3337.99515267,-3337.99325282,5.691590050551296e-5,4.29
baron,knapsack,knapsack-100-5,205,exp,-6314.71999471,-6314.71367999,0.00010000000008161696,18.21
baron,knapsack,knapsack-100-5,206,cubic,-3123.70632131,-3043.93786267,2.5536478284087627,3619.44
baron,knapsack,knapsack-100-5,207,divexp,-3224.34770864,-3134.48821419,2.786904594973163,3618.49
baron,knapsack,knapsack-100-5,208,sqrt,-2993.48308622,-2993.48009273,0.0001000002309722568,277.25
baron,knapsack,knapsack-100-5,209,square,-2994.73716853,-2994.7341738,9.999976062757009e-5,3.2
baron,knapsack,knapsack-10-4,21,divexp,-385.83855697,-385.838171132,9.999985564679946e-5,2.83
baron,knapsack,knapsack-100-5,210,log,-3128.69637369,-3128.69324499,0.00010000011590997513,3.3
baron,knapsack,knapsack-100-6,211,exp,-6450.65459887,-6450.64814821,0.00010000008373235549,19.02
baron,knapsack,knapsack-100-6,212,cubic,-3271.42761396,-3107.88193646,4.999214312494947,3619.93
baron,knapsack,knapsack-100-6,213,divexp,-1.0e-12,0.0,100.0,4.33
baron,knapsack,knapsack-100-6,214,sqrt,-3130.03843852,-3113.49683434,0.5284792664661785,3619.33
baron,knapsack,knapsack-100-6,215,square,-2990.85254318,-2990.84955233,9.999991497006959e-5,3.19
baron,knapsack,knapsack-100-6,216,log,-3203.89200624,-3203.88880235,9.999993737788872e-5,3.0
baron,knapsack,knapsack-100-7,217,exp,-7272.24130287,-7272.23403063,9.999998208461878e-5,845.49
baron,knapsack,knapsack-100-7,218,cubic,-3640.89499768,-3459.34794817,4.986330273893719,3619.94
baron,knapsack,knapsack-100-7,219,divexp,-3793.87579437,-3586.28367132,5.471769090544843,3618.55
baron,knapsack,knapsack-10-4,22,sqrt,-387.440957044,-387.440891802,1.683921093497574e-5,3.45
baron,knapsack,knapsack-100-7,220,sqrt,-3388.16025581,-3388.15686765,9.999999244275711e-5,690.06
baron,knapsack,knapsack-100-7,221,square,-3352.24110266,-3352.23775042,9.999996710418158e-5,3.42
baron,knapsack,knapsack-100-7,222,log,-3566.43617428,-3566.43260784,0.0001000001072760915,5.05
baron,knapsack,knapsack-100-8,223,exp,-6149.21585573,-6149.20970651,0.00010000006739875432,17.9
baron,knapsack,knapsack-100-8,224,cubic,-3164.42267566,-3024.76364841,4.413412542016743,3619.23
baron,knapsack,knapsack-100-8,226,sqrt,-2993.16409997,-2993.16110681,9.999986301327742e-5,908.1
baron,knapsack,knapsack-100-9,229,exp,-7178.52699829,-7178.51981976,0.00010000004181083137,17.8
baron,knapsack,knapsack-10-4,23,square,-385.846682818,-385.846296972,9.999982302658128e-5,2.69
baron,knapsack,knapsack-100-9,231,divexp,-3713.49103217,-3537.1913723,4.747545055117001,3619.07
baron,knapsack,knapsack-100-9,233,square,-3328.77115559,-3328.76782682,9.999996527954334e-5,2.82
baron,knapsack,knapsack-100-9,234,log,-3567.11251286,-3567.10894574,0.00010000020990193025,3.38
baron,knapsack,knapsack-100-10,235,exp,-7101.64748271,-6949.90348875,2.136743541966042,3619.59
baron,knapsack,knapsack-100-10,236,cubic,-3546.19018656,-3389.39058768,4.421635350361852,3619.37
baron,knapsack,knapsack-100-10,237,divexp,-3524.10231923,-3431.64348747,2.623613714490614,3618.41
baron,knapsack,knapsack-100-10,238,sqrt,-3392.15856887,-3389.10060375,0.0901480593526244,3619.97
baron,knapsack,knapsack-100-10,239,square,-3324.78819956,-3324.78487478,9.999975338653286e-5,2.97
baron,knapsack,knapsack-10-4,24,log,-387.077171606,-387.07722333,1.3362708236154404e-5,2.92
baron,knapsack,knapsack-100-10,240,log,-3430.41484207,-3430.41141166,9.999985884781417e-5,3.03
baron,knapsack,knapsack-200-1,241,exp,-13329.7726412,-13329.7593114,0.00010000020524629897,553.77
baron,knapsack,knapsack-200-1,242,cubic,-8586.70813989,-6374.22445629,25.766378075921704,3617.55
baron,knapsack,knapsack-200-1,243,divexp,-6892.54995552,0.0,100.0,3617.84
baron,knapsack,knapsack-200-1,244,sqrt,-6466.27102792,-6308.52463355,2.4395264858043317,3619.63
baron,knapsack,knapsack-200-1,245,square,-6273.5586703,-6273.55239674,0.00010000002118732736,3.37
baron,knapsack,knapsack-200-1,246,log,-6580.6681365,-6580.66155583,0.00010000002832392015,4.45
baron,knapsack,knapsack-200-2,247,exp,-14208.9003449,-13714.0267758,3.4828421418102447,3620.65
baron,knapsack,knapsack-200-2,248,cubic,-8928.40454029,-6465.45637272,27.585535091468888,3618.53
baron,knapsack,knapsack-200-2,249,divexp,-7125.27481974,-6753.13905718,5.222756623071257,3618.25
baron,knapsack,knapsack-10-5,25,exp,-812.016293046,-790.16022558,2.69157991695148,3618.67
baron,knapsack,knapsack-200-2,250,sqrt,-6636.32686787,-6462.92109002,2.6129782529180408,3618.9
baron,knapsack,knapsack-200-2,251,square,-6408.21553716,-6408.20912894,0.00010000006965174828,4.14
baron,knapsack,knapsack-200-2,252,log,-6760.79447837,-6760.78771758,9.999993376035776e-5,3.15
baron,knapsack,knapsack-200-3,253,exp,-14940.1734622,-14940.158522,0.00010000017763138846,41.01
baron,knapsack,knapsack-200-3,254,cubic,-9624.96035428,-7171.32999955,25.492368429745543,3620.21
baron,knapsack,knapsack-200-3,255,divexp,-7667.5418986,-7324.1585076,4.478402538141955,3621.88
baron,knapsack,knapsack-200-3,256,sqrt,-6992.68179462,-6992.67480193,0.0001000001173367596,2009.74
baron,knapsack,knapsack-200-3,257,square,-7023.53760495,-7023.53058141,0.00010000003409839669,3.42
baron,knapsack,knapsack-200-3,258,log,-7359.39304836,-7359.38568897,9.999995857446712e-5,3.15
baron,knapsack,knapsack-200-4,259,exp,-14398.7858402,-13866.7463557,3.695030194939068,3621.36
baron,knapsack,knapsack-10-5,26,cubic,-374.754655445,-369.179282543,1.487739463937969,3617.14
baron,knapsack,knapsack-200-4,260,cubic,-8857.00003824,-6646.32797326,24.95960320012924,3619.99
baron,knapsack,knapsack-200-4,261,divexp,-7208.42170691,-6807.06389303,5.567901410308132,3620.5
baron,knapsack,knapsack-200-4,262,sqrt,-6726.33127779,-6552.96348524,2.577449509845749,3621.62
baron,knapsack,knapsack-200-4,263,square,-6483.01708041,-6483.01059739,0.00010000004503296915,5.65
baron,knapsack,knapsack-200-4,264,log,-6855.29392334,-6855.28706805,9.999994277215822e-5,4.18
baron,knapsack,knapsack-200-5,265,exp,-14074.5108388,-13571.3837755,3.5747392507098823,3621.2
baron,knapsack,knapsack-200-5,266,cubic,-8751.92785845,-6490.11722535,25.84357035023111,3619.9
baron,knapsack,knapsack-200-5,267,divexp,-7078.57975366,0.0,100.0,3620.22
baron,knapsack,knapsack-200-5,268,sqrt,-6613.42596229,-6417.5369635,2.961989744906294,3621.84
baron,knapsack,knapsack-200-5,269,square,-6420.568354,-6420.56193344,9.999986988926704e-5,3.83
baron,knapsack,knapsack-10-5,27,divexp,-397.765002613,-397.764604848,9.99999993436921e-5,4.7
baron,knapsack,knapsack-200-5,270,log,-6721.01397741,-6721.0072564,9.99999408158844e-5,4.13
baron,knapsack,knapsack-200-6,271,exp,-12981.0647185,-12981.0517374,0.00010000027179677831,503.74
baron,knapsack,knapsack-200-6,272,cubic,-8545.59213376,-6227.95891475,27.12080313140638,3619.73
baron,knapsack,knapsack-200-6,273,divexp,-6723.82910008,-6321.40220894,5.985085063140768,3623.86
baron,knapsack,knapsack-200-6,274,sqrt,-6297.78286869,-6193.69119143,1.6528305187767198,3621.67
baron,knapsack,knapsack-200-6,275,square,-6061.56327846,-6061.5572169,9.999994592202635e-5,3.48
baron,knapsack,knapsack-200-6,276,log,-6425.10148294,-6425.09505784,9.999997692491472e-5,3.26
baron,knapsack,knapsack-200-7,277,exp,-14235.8125997,-13775.5829716,3.232900298994513,3621.42
baron,knapsack,knapsack-200-7,278,cubic,-8903.42021547,-6544.03819784,26.499726627869276,3619.8
baron,knapsack,knapsack-200-7,279,divexp,-7115.61914383,-6781.6578941,4.693354759150936,3620.61
baron,knapsack,knapsack-10-5,28,sqrt,-387.253959626,-387.253572372,0.0001000000104191952,261.33
baron,knapsack,knapsack-200-7,280,sqrt,-6652.14850461,-6402.30114225,3.755889727760179,3621.01
baron,knapsack,knapsack-200-7,281,square,-6433.83798971,-6433.83155587,0.00010000003125617735,4.11
baron,knapsack,knapsack-200-8,283,exp,-13787.8607193,-13787.8469314,0.00010000028490251338,44.4
baron,knapsack,knapsack-200-8,284,cubic,-9012.56454281,-6600.11358339,26.76764141838622,3620.65
baron,knapsack,knapsack-200-8,285,divexp,-7184.40181173,-6822.06519504,5.0433790618226855,3621.1
baron,knapsack,knapsack-200-8,286,sqrt,-6491.80651119,-6491.80001939,9.999989969866686e-5,2008.48
baron,knapsack,knapsack-200-8,287,square,-6447.35755782,-6447.35111046,0.00010000003787231508,3.54
baron,knapsack,knapsack-200-8,288,log,-6814.02734634,-6814.02053231,0.00010000003894388268,5.59
baron,knapsack,knapsack-200-9,289,exp,-15386.2993964,-14755.8108271,4.097727160096195,3622.67
baron,knapsack,knapsack-10-5,29,square,-361.303396312,-361.303035008,0.00010000016709259214,2.85
baron,knapsack,knapsack-200-9,290,cubic,-9770.45354232,-6977.36785973,28.58706272428352,3620.19
baron,knapsack,knapsack-200-9,291,divexp,-7589.77053681,-7233.81235863,4.689972858252048,3620.94
baron,knapsack,knapsack-200-9,292,sqrt,-6895.81847185,-6895.81157603,0.00010000002215986778,317.62
baron,knapsack,knapsack-200-9,293,square,-6818.14629999,-6818.13948185,9.999990760227106e-5,4.93
baron,knapsack,knapsack-200-9,294,log,-7262.4838082,-7262.47654572,9.999994755724984e-5,3.88
baron,knapsack,knapsack-200-10,295,exp,-14364.3739606,-13818.8265427,3.7979199051513124,3622.42
baron,knapsack,knapsack-200-10,296,cubic,-8972.81211725,-6504.61260217,27.507535907666558,3623.21
baron,knapsack,knapsack-200-10,297,divexp,-7044.3722371,0.0,100.0,3620.17
baron,knapsack,knapsack-200-10,298,sqrt,-6663.14959831,-6573.06970139,1.351911668662636,3622.23
baron,knapsack,knapsack-200-10,299,square,-6430.4468357,-6430.44040525,0.000100000049196319,4.87
baron,knapsack,knapsack-10-1,3,divexp,-430.562267914,-409.076056314,4.990268121750887,3616.92
baron,knapsack,knapsack-10-5,30,log,-393.311673551,-393.311280239,0.00010000008300728586,2.79
baron,knapsack,knapsack-200-10,300,log,-6800.34917762,-6800.34237727,0.00010000001209391778,3.72
baron,knapsack,knapsack-500-1,301,exp,-35893.9955752,-34577.520725,3.667674297897288,3625.72
baron,knapsack,knapsack-500-1,302,cubic,-24736.172003,-16344.8236517,33.92339101734213,3620.3
baron,knapsack,knapsack-500-1,303,divexp,-17857.6285134,0.0,100.0,3620.32
baron,knapsack,knapsack-500-1,304,sqrt,-16682.0176427,-16673.7696886,0.04944218545176166,3621.24
baron,knapsack,knapsack-500-1,305,square,-16125.1710661,-16125.154941,9.999955927874883e-5,10.17
baron,knapsack,knapsack-500-1,306,log,-17003.7054177,-17003.688414,9.99999681316237e-5,6.7
baron,knapsack,knapsack-500-2,307,exp,-36097.849362,-34799.1551067,3.597705343263836,3620.23
baron,knapsack,knapsack-500-2,308,cubic,-24914.7776583,-12153.2514155,51.22071092835413,3619.42
baron,knapsack,knapsack-500-2,309,divexp,-18019.9464422,0.0,100.0,3621.73
baron,knapsack,knapsack-10-6,31,exp,-432.43336749,-432.432935057,9.999991502147396e-5,3.42
baron,knapsack,knapsack-500-2,310,sqrt,-16873.2951228,-16117.1640719,4.481229335450179,3623.58
baron,knapsack,knapsack-500-2,311,square,-16368.0398071,-16368.023439,0.00010000036774320381,15.64
baron,knapsack,knapsack-500-2,312,log,-17169.5858217,-17169.5686521,0.00010000008257660451,8.59
baron,knapsack,knapsack-500-3,313,exp,-33908.8825491,-32790.3564375,3.2986227428178445,3621.78
baron,knapsack,knapsack-500-3,314,cubic,-23307.5919713,-6588.36106986,71.73298263513179,3620.18
baron,knapsack,knapsack-500-3,315,divexp,-1.0e-12,0.0,100.0,12.32
baron,knapsack,knapsack-500-3,316,sqrt,-15271.2813364,-15271.2660651,0.00010000012220623536,1669.63
baron,knapsack,knapsack-500-3,317,square,-15535.2338101,-15535.2182749,9.999978236605961e-5,13.17
baron,knapsack,knapsack-500-3,318,log,-16210.5678756,-16210.551665,0.00010000019816261557,9.61
baron,knapsack,knapsack-500-4,319,exp,-35586.9971442,-34377.9677955,3.397390748651717,3621.16
baron,knapsack,knapsack-10-6,32,cubic,-206.257029772,-206.256823515,9.999998556659953e-5,2.83
baron,knapsack,knapsack-500-4,320,cubic,-24463.9485748,-9669.96538021,60.47258948961777,3620.44
baron,knapsack,knapsack-500-4,321,divexp,-1.0e-12,0.0,100.0,11.93
baron,knapsack,knapsack-500-4,322,sqrt,-16696.1535357,-15962.8305953,4.392166967271808,3622.76
baron,knapsack,knapsack-500-4,323,square,-16209.1976578,-16209.1814487,9.999939751735047e-5,14.04
baron,knapsack,knapsack-500-4,324,log,-16980.1993661,-16980.1823859,0.00010000000374408747,5.28
baron,knapsack,knapsack-500-5,325,exp,-36960.2413607,-35576.6361022,3.7434962748138165,3622.05
baron,knapsack,knapsack-500-5,326,cubic,-25457.1853362,-17042.2644296,33.0551897056507,3621.2
baron,knapsack,knapsack-500-5,327,divexp,-18351.364574,0.0,100.0,3620.49
baron,knapsack,knapsack-500-5,328,sqrt,-17301.5385498,-16509.0020363,4.580728535897524,3621.67
baron,knapsack,knapsack-500-5,329,square,-16772.0806126,-16772.0638406,9.99995193585991e-5,11.57
baron,knapsack,knapsack-10-6,33,divexp,-198.741002618,-198.740803877,9.999999869262444e-5,2.84
baron,knapsack,knapsack-500-5,330,log,-17606.4635548,-17606.4459484,9.999963902949191e-5,6.9
baron,knapsack,knapsack-500-6,331,exp,-34363.5802164,-33182.2965172,3.4376036832047965,3625.44
baron,knapsack,knapsack-500-6,332,cubic,-23553.7789516,-15851.8371564,32.699388964405685,3620.73
baron,knapsack,knapsack-500-6,333,divexp,-17101.5124785,-16348.7757718,4.401579729549308,3620.88
baron,knapsack,knapsack-500-6,334,sqrt,-16178.4696616,-15447.0979394,4.520648352395954,3622.43
baron,knapsack,knapsack-500-6,335,square,-15724.1582667,-15724.1425425,0.00010000026541183593,18.12
baron,knapsack,knapsack-500-6,336,log,-16432.439132,-16432.4226995,0.00010000037041682446,12.86
baron,knapsack,knapsack-500-7,337,exp,-36955.4842081,-35567.5381907,3.7557240749014222,3629.46
baron,knapsack,knapsack-500-7,338,cubic,-25455.0954352,-16803.1222989,33.989160081230004,3626.76
baron,knapsack,knapsack-500-7,339,divexp,-18291.9741299,0.0,100.0,3626.48
baron,knapsack,knapsack-10-6,34,sqrt,-208.770312363,-208.770103592,0.0001000003293700288,4.23
baron,knapsack,knapsack-500-7,340,sqrt,-16582.6017997,-16582.5852171,9.999998915386921e-5,2534.9
baron,knapsack,knapsack-500-7,341,square,-16621.5294449,-16621.5128234,9.999982284493587e-5,10.1
baron,knapsack,knapsack-500-7,342,log,-17543.0493061,-17543.0317631,9.999971895223123e-5,7.23
baron,knapsack,knapsack-500-8,343,exp,-35680.3194497,-34143.4291945,4.307389280431238,3627.0
baron,knapsack,knapsack-500-8,344,cubic,-24563.902873,-16327.5971986,33.530118226664754,3626.65
baron,knapsack,knapsack-500-8,345,divexp,-17657.5210868,-16695.7785695,5.446645158016876,3626.87
baron,knapsack,knapsack-500-8,346,sqrt,-15871.7966113,-15871.7807395,0.00010000002135196785,3275.58
baron,knapsack,knapsack-500-8,347,square,-15955.85472,-15955.8387642,9.999965705111461e-5,13.53
baron,knapsack,knapsack-500-8,348,log,-16901.6399757,-16901.623074,0.0001000003551433139,8.62
baron,knapsack,knapsack-500-9,349,exp,-35582.943203,-34314.4921758,3.5647726495346825,3626.28
baron,knapsack,knapsack-10-6,35,square,-198.668586767,-198.668388098,0.00010000020799379331,2.78
baron,knapsack,knapsack-500-9,350,cubic,-24498.811292,-6912.09230339,71.78600944753953,3626.56
baron,knapsack,knapsack-500-9,351,divexp,-17691.5365195,0.0,100.0,3626.83
baron,knapsack,knapsack-500-9,352,sqrt,-16639.3381573,-15888.0301168,4.515251949311377,3627.37
