node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
66.0,16.0,13.0,80.0,147.0,251.0,47.2222
67.0,7.0,5.0,16.0,29.0,49.0,24.0
68.0,67.0,53.0,227.0,420.0,717.0,31.9722
69.0,8.0,6.0,124.0,230.0,391.0,160.0
70.0,7.0,5.0,16.0,29.0,49.0,24.0
71.0,27.0,22.0,350.0,648.0,1105.0,123.2857
72.0,7.0,5.0,16.0,29.0,49.0,24.0
73.0,19.0,15.0,219.0,406.0,692.0,113.25
74.0,20.0,16.0,266.0,493.0,840.0,128.8889
75.0,7.0,5.0,16.0,29.0,49.0,24.0
76.0,19.0,15.0,276.0,511.0,871.0,142.5
77.0,7.0,5.0,16.0,29.0,49.0,24.0
78.0,20.0,16.0,82.0,151.0,257.0,39.4118
79.0,17.0,14.0,68.0,126.0,215.0,37.6667
80.0,53.0,43.0,327.0,605.0,1031.0,57.5217
81.0,27.0,22.0,404.0,749.0,1277.0,142.5
82.0,39.0,31.0,542.0,1004.0,1713.0,131.4286
83.0,57.0,46.0,665.0,1231.0,2099.0,109.6429
84.0,7.0,5.0,16.0,29.0,49.0,24.0
85.0,7.0,5.0,16.0,29.0,49.0,24.0
86.0,15.0,12.0,155.0,286.0,488.0,99.7692
87.0,17.0,14.0,109.0,202.0,344.0,60.2857
88.0,17.0,14.0,289.0,535.0,913.0,160.0
89.0,8.0,6.0,124.0,230.0,391.0,160.0
90.0,7.0,5.0,16.0,29.0,49.0,24.0
91.0,7.0,5.0,16.0,29.0,49.0,24.0
92.0,62.0,49.0,159.0,294.0,501.0,24.1071
93.0,33.0,26.0,170.0,315.0,537.0,48.8125
94.0,10.0,8.0,68.0,125.0,213.0,65.3333
95.0,7.0,5.0,16.0,29.0,49.0,24.0
96.0,7.0,5.0,16.0,29.0,49.0,24.0
97.0,28.0,23.0,226.0,419.0,714.0,76.1538
98.0,8.0,6.0,79.0,147.0,250.0,102.1429
99.0,51.0,41.0,413.0,765.0,1305.0,76.2941
100.0,17.0,14.0,168.0,311.0,530.0,92.9333
